review,sentiment
"This was a strong Poirot/Suchet, television mystery selection. The characters were vivid and well-acted. The plot and the main setting--a student hostel-- were excellent. Japp was nothing special but for me did not distract from story. One significant point, many Poirot watchers don't recognize good acting or good characterization. I also think they are rather harsh in their judgments of some of the Poirot mysteries. Finally, I have read few Christie novels--none in recent years-- and find it annoying that so many viewers are upset about changes from the novel. Please, viewers, consider what is presented to you on film, not what you think should be there. That said, the Poirot mysteries vary in quality, but not as much as reviewers and raters would have you believe. With the singular exception of The Five Little Pigs which was fabulous in plot, character and theme, the longer Poirot films are neither that good or that bad. For the record, I have seen all the longer Poirot/Suchet films. Finally, films without Lemon, Hastings, and/or Japp are neither good nor bad because of their absence. There presence, however, is either obtrusive (almost always with Japp) or irrelevant with Hastings. Lemon is in the middle.",positive
"Straight from the brilliant mind of animation pioneer Wladyslaw Starewicz, ""Fétiche"", or ""The Mascot"" as it is known nowadays, stands as a masterpiece of stop-motion animation that sadly, has been almost forgotten by now. Nevertheless, the work of this man deserves to be seen, and in fact, must be seen to be believed because the outstanding way the animation flows is simply unbelievable.<br /><br />Decades before ""Toy Story"", Starewicz conceived the idea of moving toys, in ""Fétiche"", he tells the story of a small stuffed dog that gets makes friends with the sick daughter of his maker. One day, his maker takes him away to sell him, and the adventure begins as he tries to find his way back home. In his Odyssey, he'll travel from Paris to Hell, and will find the other toys that were supposed to be sold with him.<br /><br />It is a surreal experience to watch this movie, as Starewicz makes every imaginable creature come alive with grace and beauty. The other toys include a beautiful ballerina, who loves a thief, but she also is secretly loved by a clown, forming a love triangle; an old woman, a stuffed cat and a stuffed ape complete the group. every toy is so detailed and very expressive that without words one can understand their motives.<br /><br />Truly, the surreal atmosphere the whole animation has it is remarkable. It is hard to believe that a work of this magnitude was done in 1934 since it looks even better than most of the current day animation. The influence it has in modern day animator such as Tim Burton and Henry Selick is very significant.<br /><br />This short is a masterpiece of animation and the outstanding work of one genius who done everything by himself and that has influenced animators for decades. Starewicz's work is an immortal piece of art that should be seen by everyone. This work is not only for kids, adults as well will enjoy it and probably catch most of the subtext hidden in the movie.<br /><br />It is possible to find it in the ""Vampyr"" DVD as a bonus feature. Anyone with the slightest interest in animation should give it a look.",positive
"I realize that bringing a novel to the big screen is always problematic. That is the only positive thing I can say about this truly horrid adaptation.<br /><br />Have you read 'Wise Blood?' It's an amazing book. Flannery O'Connor wrote about the south as no one else has. She was a southerner herself, a devout catholic, and a remarkably gifted writer. In her first novel she wove together a dark and deeply disturbing tale of faith, doubt, and redemption with a macabre sense of humor and surprising evenhandedness. The characters in the book may seem outrageous to those who have not lived in the rural south, but I can assure you that such people do exist. Not only do they exist, they are human beings with families, feelings, and concerns like anyone else. Flannery's intentions were so often misunderstood - she was not lampooning these backwoods zealots - she saw in them the beautiful operation of what she would have called 'grace'...even in the most violent, distressing, and maddening of circumstances. To read 'Wise Blood' is to be washed over with a sense of dread and impending doom. Finally, it is to think long and hard about our judgments and preconceptions - our entire world view.<br /><br />None of this comes through in John Huston's 'Gilligan's Island'-like adaptation. None. It is a farce. A bad farce. The entire film is saturated with a hauteur that turns the stomach. The acting is poor, the southern accents are fake and insulting. The filmmakers show no insight into the thinking of religious southerners. Ms. O'Connor's intense prose are reduced to sight gags and cheap, amateur theatre. The soundtrack is a mixture of hayseed silliness and 'Clockwork Orange'-style cheeseball electronics that doesn't fit the story or even the MOVIE. I was granted free admission to this movie and almost walked out. Truly, truly terrible.<br /><br />As an aside, I do not agree with Ms. O'Connor's religious views, and while I was raised in the deep south, years ago I made my way north and have not looked back. But the south is a beautiful place full of fascinating individuals (like every other place on earth), and the cartoonish mockery with which southerners and their attitudes are dealt in this movie borders on offensive. If you're into being offended (which I am not), then this movie most DEFINITELY crosses the line.<br /><br />I don't like to talk crap about an artist's work - John Huston was a man that I did not know, and I'm sure he was a sincere and gifted filmmaker, to which his respected place in film history attests. My views are clearly skewed by having read (and loved) Flannery O'Connor's work. So I don't claim to be coming from any other perspective. Maybe as a stand-alone film it works for cinephiles. But for Flannery O'Connor fans - and, I might add, for self-respecting southerners and openminded individuals of all stripes - this movie is a waste of time.",negative
"I'm thinking of some things for this movie: First, really is a very bad movie. This is really ""Superbad"". The film looked very promising in the trailers but fell flat... Maybe the original idea was good, but between a bad script and bad acting the movie became boring and empty. My advise is don't waste 2 hours of your precious time. You have been warned. This is the first movie I rated 1 star at IMDb.com... Second, none of the characters are likable. You really don't care what happened to them... Third, the villain is very easy to identify. The grandson kills his father, sodomizes the friend's son, get the maid pregnant, smothers his grandfather... Like JT says, ""If you like evil with no retribution, this is your movie"". Nothing more to say...",negative
"i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me.to tell the truth i think that the younger kevin dillon was hot.hahahaha...but i also thought the girl was stupid to go along with the cop and that was wrong what he said to her before his death""i was inside you"".i think that's what she gets for doing what she did with him and how is he going to tell her that she's too young when he never cared how old the other girls were.?now i don't think i myself could ever trust a cop like that.but to tell the truth it was pretty obvious it was him even if he was wanting to become a cop i would still be suspicious of him either way.and that was funny when she sprayed him in the eye in the store.hahahahaha.she was still stupid for going into the warehouse again by herself and so was the cop who died HELLO!! it's called back-up.sometimes these movies make me mad when people act stupid and do stupid things.but that's what i think an thought about the movie.",positive
"Director/writer Andrés Waissbluth worked seven years to complete this two hour film about the crime underground in Santiago, Chile, and perhaps that is one of the reasons the resultant film seems episodic and in need of editing. OR, maybe this is the technique of a director who shows a fine sense of film noir storytelling.<br /><br />Two brothers - Silvio the elder (Néstor Cantillana) and Victor the younger (Juan Pablo Miranda) - have moved to Santiago from their home in Temuco after their parents' death and Silvio works to support Victor's education. On Victor's seventeenth birthday Silvio takes the virgin out to the clubs where he encourages Victor to lose his virginity with one of the club's stripper/prostitutes. In a tender scene Victor must face his nascent impotency while Silvio is out on the club floor impressing the 'owners' with his potential for hire.<br /><br />Silvio goes to work for the 'gang' as a bodyguard/henchman and makes good money to support Victor's schooling. But Victor has eyes for one of the dancers at the club named Gracia (Antonella Ríos) and begins to woo her, dropping out of school incurring Silvio's angry disappointment. Gracia just happens to be the squeeze of the club gang's leader Don Pascual (Alejandro Trejo) who is Silvio's boss! Gracia is the glue that holds this tale together as she is the paramour of Victor, Silvio, and Don Pascual and the consequences of this bizarre ménage a trois has deadly results. Through a means of re-telling the story through the eyes of Victor, Silvio, and Gracia we grow to understand the vulnerabilities and the cracks in each character that allow for the downfall that results.<br /><br />Sound like a Chilean Pulp Fiction? Well, it is and it is filmed in a brutally colorful, dark manner that includes a lot of frontal nudity (both female and male) and provocative sexual encounters. But in the end the sensual aspect of the director's vision is what drives this film, playing on the debutante virginal psyche against the hardcore professional sex worker with success. The cast is fairly strong, especially Antonella Ríos in the demanding role of Gracia. There are enough twists and turns and replays of incidents you think you understood the first viewing but that change dramatically in impact when told through the eyes of a different character. Bordering on two hours, some judicious editing would have helped the impact of the film. In Spanish with English subtitles. Recommended for those who like the edgy film noir style and the art of South American cinema. Grady Harp",positive
"GEORGE AND MILDRED was a spin off from the mid 1970s sit-com MAN ABOUT THE HOUSE . Though I haven't seen the series since it was last broadcast I do remember it being fairly amusing with most of the comedy arising from the eponymous couple going to live beside the snobbish Fourmile family , a sort of LOVE THY NEIGHBOUR without the cynical racist gags .<br /><br />Having seen this "" big screen version of the show "" I find myself asking what it's a big screen version of ? Certainly not of a popular mid 70s sit com of the same name . For some reason the movie jettisons all character interaction from the television by having George and Mildred leaving the street where they live behind and getting caught up in a plot involving some serious gangsters who want something George has inadvertently picked up and which leads to some cringe making situations and lines like: <br /><br />"" Did he give it to you "" <br /><br />"" No that's the first time a man has resisted my charms "" <br /><br />"" I meant the envelope "" <br /><br />You do get the impression that screenwriter Dick Sharples ( Who never wrote an episode for the original sit-com ) has never seen an episode of the source material and has got the show confused with the CARRY ON series of films . In many ways it resembles the same mistakes of the latter LOST IN SPACE movie in that it has absolutely nothing in common with the series that spawned it",negative
"Felt mine was while watching this...but it seems that is the reason for insanity running in the family in this film. Not that makes a lot of sense anyway, as others have mentioned, this was one of Karloff's last films and it's only his screen presence that lends it any credibility at all. It's sad that all of the great legends of the horror films in the sound era were eventually reduced to starring in low grade rubbish like this. Marginally, Boris did get off slightly better than poor old Bela Lugosi but not by much. <br /><br />Boris does his best and give him credit for trying to hold this mess together. The strident background music doesn't help and distracts from any lucid moment. Apart from Boris, the rest of the Mexican cast are dubbed into some strange, clipped, English monotone that is reminiscent of the type used in porn films of the late seventies. <br /><br />At a guess I think it's Edgar Allen Poe's 'House of Usher' that this is taken from but you'd be hard pressed to find a great deal of Poe in the finished article.<br /><br />Still, there are far better films out there with Boris Karloff at his best, search them out and give this a wide berth, unless you want the curse of the 'shrinking brain' too!",negative
"SCHIZOPHRENIAC: THE WHORE MANGLER is another example of what happens when you get a bunch of untalented people together to make an ""extreme"" horror film. Any sort of acting, production, storyline, FX, etc...go out the window in an effort to create ""shock-value"". Now don't get me wrong - I consider myself a connoisseur of ""shock"" films, and the sleazier/gorier/nastier the better - but it's still nice to see SOME sort of talent from SOMEONE involved in the film.<br /><br />SCHIZOPHRENIAC chronicles the life of Harry Russo - a drug-addicted freak-show who takes orders to kill from his ventriloquist's dummy, Rubberneck. He goes on a few sprees killing hookers and other random people, and screaming about how much he hates ""hoo-uhs"" (that's ""whores"" for those of you that don't speak New York-ese...) and how he wants to rape them in the ass. There are a few weak necrophilia scenes, very little gore, and some nudity to mix things up a bit - but nothing that you haven't seen in a better film...<br /><br />The only redeeming thing that I can find in this retarded film are the often (unintentionally?) hilarious screaming-fits from our main man, Harry. He goes on-and-on-and-on about wanting to kill everyone and do them in the ass, and it really becomes quite comical after a while. In fact, I'm almost tempted to believe that there's supposed to be some sort of homo-erotic undertone to this film, with all the ass talk and constant shots of Harry running around with his dong hangin' out. In all honesty, that joker is nekkid more in this film then the few chicks that show some T-and-A (and some full-frontal, for good measure). SCHIZOPHRENIAC is mildly amusing as a 1-time watch, but I can really only recommend this to those that want to be able to say that they watched a film called SCHIZOPHRENIAC: THE WHORE MANGLER. To be honest - the title, by far - is the best thing about this trash...A generous 3.5/10",negative
Not only unique for its time but one of the greatest Science fiction films of all time. Made without CGI on a very lean budget in today's adjusted figures. Stanley Kubrick made this film without the high shooting ratio he normally has. Stanley Kubrick is without doubt the greatest director in History thus far.<br /><br />This film was cut from five hours to two hours and twenty minutes and the art direction was superb.<br /><br />Stanley Kubrick and the great Aurthur C. Clarke collaborated to write this time less classic.<br /><br />Aliens a special message on Earth at the dawn of Human Kind and one on the Moon which modern man finds .<br /><br />Finally Humans accompanied by the most advanced computer ever made set of to Jupiter the find the next monumental message which turns out to be a gateway.<br /><br />Any one who studied film and/or wishes to be a part of the film industry or just enjoy great films must experience this film .<br /><br />If you don't like it then you belong to Bollywood or your a true Aussie.,positive
"If you're OK with the outlandish work of Italy's premier horror directorable to accept his outrageous story lines and flamboyant stylethen you should have a great time with Opera. If you don't, then you won't.<br /><br />Cristina Marsillach plays Betty, a beautiful young opera understudy who is given a shot at fame (in an avant-garde production of Macbeth) when the star of the show is hit by a car. As any thesp who has 'trod the boards' will know, Macbeth is a production that carries a curseand Betty soon discovers that the show in which she is now the star is no exception: a killer is systematically offing the staff at the theatreand poor Betty is forced to watch by the sadistic murderer (who tapes needles under her eyes to prevent her from closing them!).<br /><br />With the help of a little girl who crawls through her air-conditioning ducts, her director and agent, and a few ravens who have seen the murderer's face (!!!), Betty discovers the killer's identity, and the truth about her mysterious past.<br /><br />Let's face it... Opera is one crazy film, with its preposterous plot-turns, convoluted death scenes, and an ending that beggars belief. And whilst director Dario Argento has never been one for, shall we say, conventional story lines, this particular giallo is so daft, and features so many of his trademark stylish touches (all ramped up to the max), that it's almost as if, with each successive film, he is seeing what he can get away with (at times almost parodying his earlier work).<br /><br />This is exactly why I find the film such fun!!!<br /><br />Argento's camera movements are absolutely incredible: gliding, creeping and, in one amazing scene, even swooping around the opera house above the audience; the power of Verdi's music is combined perfectly with the synth majesty of Claudio Simonetti's score, providing a suitably grandiose accompaniment to the sumptuous visuals; and several outstanding set-pieces (featuring Sergio Stivaletti's nauseating gore FX) go to prove that no-one does death better than Argento (check out one character's stunning demise, in which a bullet passes through a spy-hole in a door in slow motion, and straight into their eye!).<br /><br />7.5 out of 10, rounded up to 8 for IMDb.",positive
"Hmmm, not a patch on the original from Shaw Brothers. The fighting is average and looks very clunky. The story line is as to be expected from a 70's Kung Fu film, confusing and daft. Stupid voices for women,dubbed in posh English accents for men. i turned this off early and i love martial arts flicks. Get the original, its so much better than this average movie, don't be fooled, i bought the wrong flick what i wanted was the Shaw brothers movie. i have just started commenting, I'm only doing foreign and martial arts films this is just the beginning of my movie collection, i personally own most modern martial arts flicks. Hope you don't waste time watching this one, its for die hard fans of 70's Kung Fu only.",negative
"Rex Reed once said of a movie (""Julia and Julia"" to be specific) that it looked like it was shot through pomegranate juice. I was reminded of that as I snored through Purple Butterfly. This one appeared to be shot through gauze.<br /><br />The story was boring and it was not helped that for large portions of scenes actors' faces were literally out of focus or would only come into focus after extended periods of time. <br /><br />Also, everyone looked the same so it was hard to distinguish among the characters. I call this the ""Dead Poets Society"" syndrome.<br /><br />There was nobody to care about, nobody to become interested in dramatically, and the movie shed no historical light on a very interesting period of time and set of circumstances.<br /><br />A total disappointment.",negative
"While the dog was cute, the film was not. It wasn't the premise, or the theme that was a problem. The premise had great possibilities for humor and pathos both. The theme is a worthy one. Helping other people is more important than amassing a fortune.<br /><br />Sadly, the adorable dog, the unique premise, and the theme were undercut by poor acting, stilted dialogue, and amateurish filming.<br /><br />Even my youngest child who will sit through almost anything gave up before we had gotten halfway through. How many times can that dog run up and down the same hallway? I can't spoil it for you, as I never saw the end. It just was not worth watching all the way to the end.",negative
"Frederick Forsyth's books are always so intricately plotted, with twists and turns, and usually a great surprise ending. This adaptation had none of that.<br /><br />So much of what was great in the book (the history of Monk and the betrayed agents; the plot to influence the outcome of the Russian election) were completely missing in this adaptation. Instead, there's this completely new plot about bio-weapons that was a yawner.<br /><br />Forsyth's protagonists always operated in the shadows, forever just slightly beyond the reach of the antagonists. The joys of his books have always been the machinations of carrying out their mission. This film resigned itself to gunfights and car chases early on.<br /><br />Swayze's Monk might as well have hung a sign around his neck saying ""I AM A SECRET AGENT"" for all the attention that he called to himself during the film. And with all of that attention, the amount of time that it took the bad guys to catch up to him was surprising.<br /><br />Granted there was some energy to this film, which is why I'm giving it a ""3"" instead of a ""1"". It was also great to see some underutilized pros like Patrick Bergin, Ben Cross, Michael York, and Barry Morse.<br /><br />I hope that someday, someone will once again do justice to a Forsyth film adaptation like ""Day of the Jackal"" did.",negative
"This is a great example of what happened at Comedy Central after Dave Chapelle left. Here's the problem with Carlos Mencia. Firstly, his birth name is Ned Holness, and was known that until he was 18, when he switched his name to Ned Arnel Mencia. He was born in Honduras, though he acts like he's from Mexico. He grew up in the United States, as well.<br /><br />I might be able to forgive all that crap, but...<br /><br />He's been caught stealing other peoples material. Joe Rogan has been his most vocal critic in this way. The Stereotype Olympics was an idea he ripped off a couple of DJ's from Miami. He has stolen jokes from Bill Cosby. He stole George Lopez's material in his own HBO special (13 minutes of it).<br /><br />He thinks what he's doing is so original, but Dave Chapelle and Lisa Lampanelli have been cracking on race for years before this idiot (amoung others).<br /><br />This show will crash and burn. The word Beaner can't last that long before it gets old. He hasn't done anything new since the first episode.<br /><br />""Wanna hear a joke? A Beaner jumping a fence!! That's funny for 3 Seasons!"" Not.<br /><br />Awful.",negative
"Henry, a veterinarian (Paul Rudd), and his bossy fiancé, Kate (Eva Longoria) are looking over the last minute arrangements for their reception. It is the morning of their wedding and Kate is in a frenzy, giving the caterers an earful about her demands for food presentation. But, horror of horrors, the ""angel"" ice sculpture, ordered by Kate, arrives without wings. In an ensuing fight with the sculptor, the heavy ""ice"" maiden falls on Kate and sends her to the hereafter. Now, one year later, Henry's sister arranges for a psychic to tell the young vet that Kate would have wanted him to starting dating other ladies and move forward. Yet, the lovely medium, Ashley (Lake Bell) becomes interested in Henry herself, much to the chagrin of her catering partner (Jason Biggs). More importantly, Kate returns from the other side to create havoc for Ashley, as she has no intentions of letting another woman get her hands on Henry. Can anything be done to return Kate into heaven for good? This is an abysmal romantic comedy, one of the worst this dedicated fan has ever seen. No, its not the cast, as they try gamely to make things work. Longoria is beautiful and funny as the overbearing fiancé and Bell has an offbeat style and humor that is likewise infectious. Biggs, a funny thespian, too, is totally wasted. As for Rudd, a very gifted performer (see Anchorman, Knocked Up, or Clueless, please) he tries hardest of all and, in truth, is the main reason to see this clunker. His charm, looks, and easy wit go a long way in making the film bearable. But, nothing can turn a mindless script and terrible direction into a winner, absolutely nothing. So, if you are a dyed-in-the-wool fan of romantic comedy, think long and hard before you fork over any money for this one. Even were free tickets to fall into your lap, be warned that this movie is a near-death experience for those who adore love-and-laugh cinema.",negative
"""The Cobweb"" is an example of many examples of movies that feature strong, sometimes noteworthy performances and high points, but unfortunately are shattered and slowed down drastically by a murky plot and very little to interest the audience. It stars Richard Widmark as a doctor working at a mental institution whose life becomes in turmoil due to family problems and a rather ludicrous and overworked conflict that really seems like no big deal at all.<br /><br />The plot is preposterous. Its time for the institution to get new drapes for the library windows. One old woman wants to have her drapes put over them, but a lot of the patients want to make their own. And somehow, this ridiculous and unintentionally loony conflict breaks out into the point where lives are in danger and families start to fall apart. It sounds more like a conflict that would occur between very young children.<br /><br />The questioning of the logic of the plot and whether it could really happen is so massive that one wonders if only a real-like lunatic could buy it. Don't get me wrong, there's nothing wrong with the acting. The cast following Widmark is composed of other great actors, many of them Academy Award-nominees and winners. And there is occasionally a moment in the film that works out brilliantly, but it always excludes the stupid plot about window drapes. Unfortunately, there is too much about the doggone drapes and thus, the movie slows down. A lot of the takes are long and done from one camera viewpoint, adhering to the slow pacing and lack of viewing interest.<br /><br />In a short analysis, ""The Cobweb"" is an unrecognized film and it becomes obvious why to the viewers basically as soon as the plot comes into focus, which it does pretty quickly. It just really doesn't sound like much fun to watch and I tell you that it is not much fun to watch.",negative
"As an animated film from 1978, this is pretty good--generally well above the standard of the days when Disney hadn't done anything good in years (and Tolkien cared little for Disney anyway). It gets major points for innovative and careful camera work, applying cinematic techniques with relative success. The much-maligned rotoscoping actually works pretty well, especially with the Ringwraiths, and the opening narration. However, it is so drastically overused--possibly as a money-saving technique--that it detracts from the overall effect. The same technique that makes wraiths spooky and otherworldly doesn't fare so well in the Prancing Pony.<br /><br />As for the adaptation of the story, it's actually quite good. We lose little bits here and there, minor details such as the Old Forest and Tom Bombadil, the Gaffer and the Sackville-Bagginses. We compress a few characters, such as revising Legolas as one of Elrond's household and an old friend of Aragorn's, but that's a rather wise decision for film. In books you have room to include the references to the larger world of the Elves and Middle-Earth's vast history. In film, you trade that for visuals and sound that convey the same elements in a different way. Nothing critical is truly lost here, and although I have minor quibbles about some of the changes, I'm generally pretty happy with it.<br /><br />If only the dratted writers had managed to remember Saruman's name--he's frequently referred to as Aruman, a decision probably made to make him more distinct from similarly-named Sauron; it took me a second viewing before I was certain I hadn't misheard it. It's also annoying that Boromir is a bloody stage viking, and irritable from the start. However, Gandalf is excellent, and most of the rest of the voicework is excellent. If only John Hurt weren't too old to play Aragorn; I love his voice.<br /><br />Of course, with the film ending at the midpoint of the story, there's a vast disappointment built in. What makes it far, far worse is the altogether miserable job done by the Rankin & Bass crew on the sequel. That they were permitted to do Return of the King after butchering The Hobbit remains a huge mystery; they seem more interested in bad songs than in proper storytelling. For all its faults, this film's heart is solidly in place and it tries very hard to accomplish a nearly impossible task. I can only hope that the upcoming series of films keeps as true to its vision...",positive
"Absolutely the worst film yet by Burton, who seems to be getting worse with each film he directs. A miserable script loaded with cliches is only the first of many objectionable aspects to this film. This is the kind of movie where every time something happens, you'll be sure to hear someone shout out ""he's lost his gun!"" or whatever it is to let everybody know. Carter is really awful and so is Wahlberg, who can't play this straight and be convincing. Very nice effects and photography, but poor music in the John Williams mold by Burton's crony Elfman. Heston appears in a nonsensichal scene to spout out his most famous catch-phrases from the first movie. Very poor results.<br /><br />If anyone else out there also saw ""Sleepy Hollow"", they will probably have noticed, as I have, the declining quality of Burton's films. I've heard that this particular project was produced by others and that Burton was brought in as director, in which case his judgement should be questioned. But I think he has allowed any possible vision he might have had earlier in his career to slip; the evidence is there in the films. In ""Sleepy Hollow"", he couldn't decide what kind of movie he was making, whether it was a comedy or a real horror movie, and the population of british character actors (Chris Lee, etc.) made you also think it was kind of a monster rally film (those are never scary, as horror fans know). The movie couldn't succeed on either horror or comedy because it was so schizophrenic, and no style had been developed to smooth the two together. ""Planet of the Apes"" is much the same way, and the result comes off more like ""Total Recall"" or ""Tango and Cash"" than like sci-fi. He's also fallen into the rut of so many other ""big"" directors of trying to satisfy the entire possible audience. Word to Burton, if you're out there -- pick something and do it straight, or use some style to peice it all together (as in ""Mars Attacks"" or ""Beetlejuice"") or you might as well retire, because people like me that are fans of your movies will stop going.",negative
First of all that I would like to say is that Edison Chen is extremely hot and that Sam Lee is looking much better than before XD! This is probably one of the most original movies I have seen so far; shows a poverty lifestyle background of a Cambodian. The Cambodian(Edison aka Pang) goes around killing people to survive himself; has done it throughout his entire life. Sam Lee's(Wai) duty is to capture the Cambodian for good. There are tons of violent actions but has a good story to it. The movie shows the struggles between those two characters; they both beat each other like angry dogs. GO AND WATCH PPL...STRONGLY SUGGESSTED!!! (GO HK FILMS),positive
"I don't know where most of you were at, but where I watched the film we didn't have people singing as some have told they experienced, we had people laughing, mostly at the campy plot line, the horrible dance sequences and the singing of the likes of Brosnan. The only people in the audience who seemed to be enthralled with the film were the seventies generation folks who were some how reliving the past with the songs. I was a DJ in the seventies and even went to the ABBA concert at Northlands Coliseum in Edmonton in Sept of 79, so I did appreciate them then and I still do now. But this film should have gone the same way as their marriages and ended in divorce. The sequences were so poorly staged, the dubbing and editing absolutely horrible and this has to be Meryl's worst production. I cannot believe an academy award winner would stoop so low as to do this piece of garbage. So save your money, wait for it to come out on DVD and then maybe spend your money on something better, like cat litter.",negative
I believe Cockpuncher to be the best piece of work that has come out of the Steven Seagal factory in a long time. This movie was the first one I have seen since that fine film preview. My point? He is done. Every movie is the same. Maybe he will be good in Machete because he won't be the star. We can only hope.<br /><br />P.S. Thanks for speaking to UCSB when I went to college. It was an amazing speech. You really influenced some people out there.<br /><br />So I have to write ten lines about this movie? Umm....I like the smoker guy who killed a bunch of fools. Whenever anyone smells menthol's LOOK OUT. Because there could be a killer with a silenced glock (and another loud one) who wants to kill you.<br /><br />Is that ten?,negative
"1st watched 12/26/2008 -(Dir-Eugene Levy): Corny comedy murder mystery with very few laughs. The movie appears to be based on an earlier Italian movie according to the credits but was re-written by two fairly popular American romantic comedy writers. But this one by Charles Shyer & Nancy Meyers does not cut it compared to their other efforts. The story is about a couple of down-and-out traveling Americans, played by Richard Lewis and Sean Young, who stumble upon a lost dog and hope to make a fortune in reward money after seeing an ad in the paper for the dachsund's return. Upon trying to return it, they see a hand sticking out of a garage door at the lady's residence that they believe is attached to the rest of the dead body of the woman who is supposed to give them the money. They freak out and instead of contacting the police and telling them the truth they make out like runaways from the scene expecting to be framed for the murder. The other characters in the film are met on a train prior to this and hang around a Monte Carlo gambling resort doing various things to be pulled into the story. The other cast members include character actors John Candy, James Belushi, Cybill Shepherd, George Hamilton and others. After the police find out about the death, they start questioning the main characters and, of course, they have to work thru their goofy lies to figure out what really happened. None of the character actors mentioned earlier can bring this movie out of it's mediocre state despite some funny moments mostly provided by the Belushi/Shepherd couple. This isn't a horrible movie, it just isn't that good. There are plenty of average movies out there and this is just another one for the pile. Try it, maybe you'll like it, probably you won't.",negative
"Teenager Tamara (Jenna Dewan) has it rough. She's ridiculed by all the popular ""kids"" for being shy, bookish, frumpy and because of her interest in witchcraft. All of the football players and cheerleaders are especially angry at her for writing an article on steroid abuse for the school paper. On top of this, her dad's a drunk, her mom's not around and she's secretly in love with her supportive English teacher (Matthew Marsden). The popular kids set up a cruel prank to humiliate her, accidentally kill her during a struggle, bury the body in the woods and make a pact to keep silent. To their shock, the very next day Tamara walks back into the classroom looking seductive and, uh, dressed to kill. Yep, back from the dead and ready for supernatural revenge against everyone involved. She also takes time out to make her sexually abusive pop eat a beer bottle and tries to seduce her English teacher away from his wife (Claudette Mink), a guidance counselor at the school.<br /><br />Acting and writing are strictly mediocre. You can also tell the people responsible for this have seen such movies as CARRIE (1976), HELLO MARY LOU: PROM NIGHT II (1987) and THE CRAFT (1996) because it borrows wholesale from all three of those superior films. There's some gore (a guy cutting off his ear and tongue and then stabbing his eyeball probably being the best bit), a nasty vomiting scene and a few campy/witty one-liners. Not an awful film by any means, but not much originality went into it either.",negative
"Halloween is one of the best examples of independent film. It's very well made and has more psychological elements to it than you might realize at first glance. It is a simple movie told very well. The music is perfect and is one of the most haunting scores... If you haven't seen this movie yet, you must check it out. The cast is all terrific. I wish they had never made sequel after sequel. The first one was by far the best and should have ended like it did without having a sequel. It was fun to see Jamie Lee Curtis in the movie. She hasn't seemed to age (she's just as gorgeous today, without the hairdo and seventies clothes). The scenes through the mask are one of the scariest things ever!",positive
"As a word of explanation, Disney's ""The Kid"" has absolutely nothing in common with the Charlie Chaplin 1921 classic of the same name. What we do have is a pleasant enough, though unbelievable, feel good family comedy as only the folks at Disney can provide.<br /><br /> Bruce Willis, in a change of pace, plays a self-centered stuffed shirt of an ""Image Consultant"". He degrades, not only his clients, but those close to him as well. You know that he is going to have to change before the final credits.<br /><br /> Into his life comes a chapter from his past in the form of Willis' character as a nerdy 8 year old played with cutesy pie conviction by Spencer Breslin (Disney always finds these kids somewhere). This forces Willis to come to grips with his past and well..you know the rest.<br /><br /> Appearing as Willis' love interest is Emily Mortimer and Lily Tomlin as his Executive Assistant. Both have little enough to do as most of the movie involves the inter-action between the Willis and Breslin characters.<br /><br /> ""The Kid"", though not the greatest of Disney movies is one nonetheless that you can sit down and watch with your family and come away from with a warm feeling.",positive
"Pilot Mitch MacAfee (Jeff Morrow) sees a UFO while test flying a plane--but nothing shows up on radar. Then planes and ships start disappearing and reports of a UFO increase. It turns out it's a giant monster bird that is attacking and killing. But what is it and why is it here? <br /><br />This has all the right elements for a classic. It has an actually pretty entertaining script--I was never really bored. The acting is good (for a 1950s monster movie). Morrow doesn't overdo the macho hero act and Mara Corday is quite good as the requisite female love interest. She's also strong and takes care of herself--even though she IS off getting food and coffee for everyone all during the movie. The problem here is the monster. Dear God--it's TERRIBLE! It looks like a deranged turkey! It has a long neck, a hilariously stupid BEAK, some teeth, a few strands of hair on its head and claws. And--oh yes--it squawks! Not roaring--squawking! The actors had no idea what it looked like--it was added after production. Actors Morrow and Corday were horrified when they finally saw it in a theatre. Morrow said his audience burst out laughing and he left the theatre quickly before the movie ended! Producer Sam Katzman was responsible for this. He wanted to save money and gave the world the stupidest monster ever. And you can SEE the wires moving it too! This gets 4 stars only because Morrow and Corday are so good and the script is well done. It gets no stars for the pathetic monster--wait till you see it attack what is obviously a toy train! Worth a look if you're a horror fan to see what has to be the stupidest monster ever.",negative
