text,sentiment
"When people ask me why do I like movies so much, I usually respond, ""have you seen the art-gallery sequence in De Palma's Dressed to Kill?"" That scene alone, pretty much represents everything I want to see in a film. If I was a film director, that would be the kind of thing I'd like to do. ""Pure cinema"" is one way of describing that sequence, and it is truly amazing to see how director De Palma's entire movie works at the same high artistic frequency of that scene. It is a dream-like movie, clever as hell, and with more zest and intelligence than a dozen films put together. I think the movie raises an important point that will always be a topic of heated discussion: could a movie rely solely on technique and still be considered an artistic success? The film has no message to speak of, acting is great but it is at the service of the style, and the script is short on logic. De Palma's movie makes a really good case that style, when handled properly, can sustain a feature length film. Sure, Michael Caine, Angie Dickinson, Nancy Allen and Keith Gordon give superlative performances, but this is a director's movie all the way to the fadeout. It is a sensational demonstration of the possibilities of the film medium. I won't tell you what Hitchcock movie the film pays homage to (I don't want to spoil any surprises), but I think De Palma transcends the story's arc, and he manages to create a film that pretty much summarizes his entire career. Not for the faint of heart!",positive
"Working-class romantic drama from director Martin Ritt is as unbelievable as they come, yet there are moments of pleasure due mostly to the charisma of stars Jane Fonda and Robert De Niro (both terrific). She's a widow who can't move on, he's illiterate and a closet-inventor--you can probably guess the rest. Adaptation of Pat Barker's novel ""Union Street"" (a better title!) is so laid-back it verges on bland, and the film's editing is a mess, but it's still pleasant; a rosy-hued blue-collar fantasy. There are no overtures to serious issues (even the illiteracy angle is just a plot-tool for the ensuing love story) and no real fireworks, though the characters are intentionally a bit colorless and the leads are toned down to an interesting degree. The finale is pure fluff--and cynics will find it difficult to swallow--though these two characters deserve a happy ending and the picture wouldn't really be satisfying any other way. *** from ****",positive
"Did the movie-makers even preview this before they released it? The script jumps from place to place without giving much explanation. The beginning doesn't clarify if its a prequel or not. It starts with Superman's beginnings on Earth and then jumps to a point after the last movie - but doesn't really alert the viewer of this. VERY confusing! Superman himself is weak and in need of Prozac. He is portrayed as a potential home-wrecker, a stalker, and someone who is clearly depressed and confused. This type of character rarely makes for an interesting hero. The ending is absolutely ridiculous. Superman ending up in a hospital just made me want to kill him off myself. I'm seriously waiting for a SNL skit where Superman appears on Maury Povich and Maury says, ""The results are in - in the case of the child, Superman, you ARE the father."" To sum up - OK acting by this Superman and Kevin Spacey, but HORRIBLE script. The movie is basically unwatchable.",negative
"The movie may be great. I just watched it last night, but feel unable to give an honest opinion of it because I read the book first. The book is so much better than the movie that I was disappointed with the film. If you plan to watch ""Of Human Bondage,"" don't read the book beforehand. On the other hand, the book is so good, and contains so much more than the love affair Phillip has with Mildred, you could still enjoy it after seeing the movie. I do not make this claim lightly. I average reading a book every 4 days, and read such disparate authors as Danielle Steel, Ovid, Faulkner, Plato, and Shakespeare. ""Of Human Bondage"" gets my vote as one of the top ten novels ever written.",positive
"Unless you are already familiar with the pop stars who star in this film, save yourself the time and stop reading this review after you've reached the end of the next sentence.FORGET YOU EVER STUMBLED UPON THIS FILM AND GO WATCH SOMETHING ELSE.But if you insist on reading, consider: Lame vehicle for Japanese teen idol pretty-boys featuring nonsensical, convoluted ""plot"" that drags out for an insufferable amount of time until you're ready to scream.Nothing in this film makes sense. It's an endless series of people expressing various emotions, from joy to anger, from happiness to tragedy, FOR NO GOOD REASON. We can obviously see something incredibly ""dramatic"" is happening, but we just don't GIVE A CRAP WHY 'cause there's no backstory.By the time this film is over, you will be sick and tired of these stupid, lanky, girly stars' faces. You'll be revolted at having spent all this time watching them smile, sneer, cry, look mysterious, be ""serious,"" and any other pointless expression they slap on their faces.That some moron would ever go so far as to refer to this piece of insipid trash as being the ""soul"" of any of its ""actors"" should prove to you beyond the shadow of a doubt what the trailer and countless adoring comments on this site will not tell you: Only the ""converted,"" mindless minions will like this film, the majority of them teenage girls with a pathological adoration for anything androgynous. Freud would have a field day.Unless you're one of these mindless ""fans,"" stay the hell away from this abomination.",negative
"It is cheese. If all you want is a video game, complete with what look like straight-from-the-computer cutaway sequences for action the film was too cheap to actually make special effects for, this is it. My friend and I actually had a great time seeing it, since the theatre was mostly empty and we could heckle a bit. This movie REALLY requires heckling.Plot? There was a plot? OK, some stupid college or later types get invited to ""the rave of the year"" and go to one of the San Juan Islands (""If they'd only stayed back in Seattle, they would have survived."" - direct quote, or nearly.) to attend. They get there and everyone is gone, and the site is somewhat wrecked (but hey, the keg is still full!). With the help of a crusty old captain and a coast guard woman (who acted only slightly less tough - and slightly less well - than Cynthia Rothrock), they fight lots of zombies (some which spit acid), get an earful of freaky legends, and mostly get killed. That's about it.It's not quite as BAD as Demonicus, but not by much, and still better than Severed (they are sort of my own personal alpha and omega for bad movies - the former is bad but fun to heckle, and the latter is just too freaking bad to watch more than once). On the other hand, if you're expecting a video game movie as excellent as Resident Evil, run away!!! run away now!!!OK, some real big questions (without too many spoilers): Since when did Spanish ships of the 18th century venture into the Pacific Northwest????? Why is anyone in the Pacific Northwest smuggling guns, and to whom - CANADA, for crying out loud??? Why is a rave on an unnamed (oh, excuse me, it's called ""isla del muerto"", shya, right) San Juan Island - and outdoors, still keeping in mind this is THE PACIFIC NORTHWET. And the rave has about 30 people in attendance - ""the rave of the year,"" my patoot.Lucky thing there's lots of hatchets around. Lots of them. Everyone has them. Must be a hatchet sales outlet nearby.Finally, while the movie started out playing with a little ""parody"" (with nudges at I Know What You Did and Jaws), it didn't carry it through near enough.OK, really finally - when the introductory comments (in a voice-over, no less) casually mention that one of the characters ""gave up her boyfriend to focus on her fencing"" you can be darn sure there'll be some fencing by the end of the movie. Not GOOD fencing, but a couple of people hacking at each other with swords, anyway.",negative
"Now what's wrong with the actors that took part in that crap? Michael Dorn should stick to the Star Treck merchandise. John Diehl, does anyone remember him in Miami Vice? Liked him there... Well, whatever - what can one expect from a movie with one of the lifeguards from baywatch in the lead? Nothing, and that's what we get. None of the characters is even likable, the special effects are hilarious (but not funny). The story is a (very bad) joke. There is no logic whatsoever for what's happening. I got the feeling that the film makers were trying some kind of ""Attack of the killer tomatoes"" kind of thing. Especially in the scene where all the important people were discussing national security in some kind of a closet...If you happen to see it on TV, switch channels - your TV set will be ever thankful.",negative
"I watched ""Elephant Walk"" for the first time in about 30 years and was struck by how similar the story line is to the greatly superior ""Rebecca."" As others have said, you have the sweet young thing swept off her feet by the alternately charming and brooding lord of the manor, only to find her marriage threatened by the inescapable memory of a larger-than-life yet deeply flawed relative. You have the stern and disapproving servant, a crisis that will either bind the couple together or tear them irreparably apart, climaxed by the fiery destruction of the lavish homestead.Meanwhile, ""Elephant Walk"" also owes some of its creepy jungle atmosphere to ""The Letter,"" the Bette Davis love triangle set on a Singapore rubber plantation rather than a Sri Lankan tea plantation.Maltin gives ""Elephant Walk"" just two stars, and IMDb readers aren't much kinder, but I enjoyed it despite its predictability. Elizabeth Taylor never looked lovelier, and Peter Finch does a credible job as the basically good man unable to shake off the influence of his overbearing father. Dana Andrews -- a favorite in ""Laura"" and ""The Best Year of Our Lives"" -- is wasted as Elizabeth's frustrated admirer. The real star is the bungalow, one of the most beautiful interior sets in movie history.",positive
"The movie itself is not too bad; many comments have pointed out the obvious flaws of the script, but it is watchable. What really gives me the creeps though is that people like Justin Timberlake even get cast for movies, and on top of that for movies like this one. I have to admit I had never heard the man's name before watching this, but the very instant he appeared I was just plain annoyed. The voice is crap, the face is a bad rip-off of Legolas, the posture is horrible, and he cannot even properly coordinate all three of them. Said to say, I was delighted when he got jumped after leaving the disco, because I was hoping from then on it would be Morgan Freeman and Kevin Spacey only. Too bad I was wrong. These two and also LL Cool J give a very decent performance, and they are the main reason I give this a 4. I see many upcoming movies with the little Timberlake cast... and cannot believe it.",negative
"Pointless short about a bunch of half naked men slapping and punching each other. That's it. For about 5 minutes we see this. It's shot in black and white with tons of half-naked men running around slapping each other to the tune of dreadful music. It LOOKS interesting but there's no plot and really--the violence inherent in this got disturbing. Also the homo eroticism in this is played up but mixing it with violence was not a good idea. Some people who like avant garde material might like this but I found it incomprehensible, boring, stupid and (ocassionally) disturbing. Really--what is the point in all this? I saw it as part of a festival of gay shorts and the audience sat there in stunned silence. I really wish I could go lower than 1.",negative
"A wonderful movie! Anyone growing up in an Italian family will definitely see themselves in these characters. A good family movie with sadness, humor, and very good acting from all. You will enjoy this movie!! We need more like it.",positive
"Warner Bros. made many potboilers in the 1930s and most of them are fast paced, economical and very entertaining. I really love how the studio exploited the less glamorous elements of our daily life. This is one of Warner's few hard-edged melodramas that simply doesn't work. Edward G. Robinson plays a ruthless editor of newspaper who resurrects the 20-year old story of a murderess with tragic consequences. Robinson gives a lively performance but he is surrounded by actors that don't cut the mustard. H.B. Warner, Aline MacMahon and Boris Karloff are good, but the bad acting of Frances Starr and Anthony Bushell in the second leads really hurts the movie. Starr is particularly bad during her big dramatic scene near the end of the movie. In addition, the moralistic tone of the film seems ridiculous in the context of pre-code Hollywood. LeRoy's direction is full of innovative visual touches but he cannot overcome the bad acting and the unintentionally funny situations. Sol Polito's camera work is strong. Somehow, this piece of dreck got an Oscar nomination for Best Picture (in a year that gave us ""M,"" ""Dracula"" and ""Frankenstein"").",negative
"'Presque Rien' ('Come Undone') is an earlier work by the inordinately gifted writer/ director Sébastien Lifshitz (with the collaboration of writer Stéphane Bouquet - the team that gave us the later 'Wild Side'). As we come to understand Lifshitz's manner of storytelling each of his works becomes more treasureable. By allowing his tender and sensitive love stories to unfold in the same random fashion found in the minds of confused and insecure youths - time now, time passed, time reflective, time imagined, time alone - Lifshitz makes his tales more personal, involving the viewer with every aspect of the characters' responses. It takes a bit of work to key into his method, but going with his technique draws us deeply into the film.Mathieu (handsome and gifted Jérémie Elkaïm) is visiting the seaside for a holiday, a time to allow his mother (Dominique Reymond) to struggle with her undefined illness, cared for by the worldly and wise Annick (Marie Matheron) and accompanied by his sister Sarah (Laetitia Legrix): their distant father has remained at home for business reasons. Weaving in and out of the first moments of the film are images of Mathieu alone, looking depressed, riding trains, speaking to someone in a little recorder. We are left to wonder whether the unfolding action is all memory or contemporary action.While sunning at the beach Mathieu notices a handsome youth his age starring at him, and we can feel Mathieu's emotions quivering with confusion. The youth Cédric (Stéphane Rideau) follows Mathieu and his sister home, continuing the mystery of attraction. Soon Cédric approaches Mathieu and a gentle introduction leads to a kiss that begins a passionate love obsession. Mathieu is terrified of the direction he is taking, rebuffs Cédric's public approaches, but continues to seek him out for consignations. The two young men are fully in the throes of being in love and the enactment of the physical aspect of this relationship, so very necessary to understanding this story, is shared with the audience in some very erotic and sensual scenes. Yet as the summer wears on Mathieu, a committed student, realizes that Cédric is a drifter working in a condiment stand at a carnival. It becomes apparent that Cédric is the Dionysian partner while Mathieu is the Apollonian one: in a telling time in architectural ruin Mathieu is excited by the beauty of the history and space while Cédric is only interested in the place as a new hideaway for lovemaking.Mathieu is a complex person, coping with his familial ties strained by critical illness and a non-present father, a fear of his burgeoning sexuality, and his nascent passion for Cédric. Their moments of joy are disrupted by Cédric's admission of infidelity and Mathieu's inability to cope with that issue and eventually they part ways. Time passes, family changes are made, and Mathieu drifts into depression including a suicide attempt. The manner in which Mathieu copes with all of these challenges and finds solace, strangely enough, in one of Cédric's past lovers Pierre (Nils Ohlund) brings the film to an ambiguous yet wholly successful climax.After viewing the film the feeling of identification with these characters is so strong that the desire to start the film from the beginning now with the knowledge of the complete story is powerful. Lifshitz has given us a film of meditation with passion, conflicts with passion's powers found in love, and a quiet film of silences and reveries that are incomparably beautiful. The entire cast is superb and the direction is gentle and provocative. Lifshitz is most assuredly one of the bright lights of film-making. In French with English subtitles. Highly Recommended. Grady Harp",positive
"I own this movie and have watched it several times throughout the years since it was released. Prince doesn't stun us with his phenomenal acting style or anything, he's a musician and I feel like that is what he displayed here, he's just the best one to tell this story through influence. Most of this movie is straightforward and teenish but that is the directors/writers fault, still it is a great movie with even better music. The principals and moral convictions in Purple Rain are quite strong and if more movies would rely on the basics we are taught as young children we would have a better all around environment seeing that art reflects life which reflects art.",positive
"I thought I should qualify my position after reading other reviews. The movie is not great, but it has a lot of great elements. The lighting and scenes along with the camera work are great. The story is slow and weak, but entertaining. The acting is bad, but no worse than you will find on the SyFy Channel. The music is pretty good and the gore is good. It has the great Leather Face in the film and is produced by Bruce Campbell. I watched the complete movie and while mostly predictable, it was still enjoyable. The women are attractive enough and the lead actor does a good job of being brooding and creepy. The movie was remarkably clean for a modern film and the violence appropriate for children 13 and up. There was no sex scenes. I gave it 7 out of 10 and I think that is fair. I would watch it again if I had nothing better to do. The gay sounding angel was the most annoying aspect of the film, the devil is quite creepy.",positive
"This comedy is really not funny. It' a romance that plays so much on stereotypes it makes no impact. It's a caper film so derivative -- yes, even back then -- it has no snap.The cast is adequate. More than that it's hard to say. However, what's nice is that the players are unfamiliar. At MGM, this would have starred Robert Montgomery. The wife of a businessman with no time for anything but work could have been any number of actresses.We can be grateful that this little known film is peopled by performers mostly unknown today. And the production values aren't awful. Yet it makes no real impression.It's a generic knockoff. And who wants that?",negative
"Yes, even as a fan of shows like survivor and the apprentice, this show is pretty bad. I didn't mind the first couple of shows, but then realizing how pathetic everyone was to actually go on the show in the first place.The antics of Alex and Aaron giving men a bad name at the way they cheated on or dumped their choice at the first opportunity really was not a good look for the show.Ryan, you can have Trista. She had the most annoying voice I've ever heard on television, and she definitely wasn't the smartest girl around (very media savvy, but I doubt there's much more there).I haven't really watched any of the shows since, apart from the occastional re-run on daytime TV. I think the point of reality TV is to treat it as ""entertaining trash"". View it as something you can laugh over, and don't have to think too hard about ( I don't watch CSI its like reality TV-tired and clichéd, but you have to think too much anyway while watching).A couple of thoughts on some reasons fro going on the show. At the very first 'the woman tell all"" Woman such as Amy ( who had a lot of class about her) commented that she had tried every scene aka the bar and club scene to meet a guy and it wasn't happening for her. Hey Amy, how about joining a club? getting a hobby? doing charity work? changing your job to one where you meet more guys? gees, all I know is that going to a bar is not the ideal place to meet a future partner.Amy and many of the other girls seemed to be obsessed with the idea of meeting ""the perfect man'. Clue to ladies: he doesn't exist. There are, however, many great guys out there that would make great husbands, some who may be right for you! they may not earn six figures a year or be a JFK junior look alike, but they are great guys all the same. The shallowness of woman on this show is quite unbelievable. Im still a youngster, at was lead to believe that woman gradually grew out of their shallowness as they got older and more realistic about their future partner. This show is proving otherwise.Overall this show does a lot to confirm many stereotypes of how woman view men in society. It really is a terrible show and I think all of these types of shows should just stop being made. The best dating shows by a country mile are Blind Date and The Fifth Wheel because they are fun. Nothing is manned more between the ""couples"" than a simple night out. the bachelor, sadly takes itself way too seriously.",negative
"What a dog of a movie. Noni Hazelhurst's performance is quite good, but it sits amidst a jungle of abhorrent scriptwriting, mediocre direction and wooden acting from the bulk of the cast. Many of the characters are woefully miscast, particularly the ever overrated Colin Friels.Very little works in this pretentious garbage. Much of the ""character development"" is done through a silly, angst-ridden voice over and frequently completely contradicts the behaviour of characters on-screen. In fact, it's hard to even figure out who the voice overs are talking about because they describe such different characters to who we see on screen! How are we meant to know Colin Friels (Javo) is meant to be an erratic, violent and unreliable junkie? One of these silly voice overs tells us. For crying out loud, the nature of his character is half the point of the movie and the only thing that lets us know is a flippin' voice over! The real killer is the characters. Everything about them. Their clothes are perfectly maintained and look fresh from the rack, despite the fact we are constantly reminded they are meant to be artsy paupers. They are all absurdly well-spoken for ""junkies"". None seem to have any real comprehension of life on the skids or on smack and yet this is meant to be the case with most of them.Monkey Grip deserves no more attention than a weekday TV movie matinée. Crud like this, perfectly well shot and technically presented, but a cliché-driven angsty drama that shoots so wide of being plausible and meanders about for hours without really going anywhere. At least Noni gets down to her birthday suit at every given opportunity. There's no other sane reason to endure this junk.",negative
"As soon as I heard about this film I knew I had to check it out. Well, I heard about it, then I found the trailer. After that, that's when I knew I had to see it. And I am so glad I did. You want to see classic television mixed with zombies? No? Then get lost.FIDO is a movie unlike anything I've ever seen. Well, actually, it kind of is. It's kind of like a Lassie episode and a Zombie film. Though when combined, it feels completely new and original. FIDO is about a little boy named Timmy and his new pet Fido. Well this new pet ain't no squawking parakeet or some potty-trained puppy. It's a re-animated dead guy...a zombie. A large radiation cloud engulfed Earth which led to all of the dead rising, which ensued the Zombie Wars. Though through the genius of Reinhold Giger, lead scientist of ZomCon, he discovered that if you destroy the brain, the zombie will perish, thus giving us the edge and the win in the Zombie War. Though due to lingering radiation, whoever dies becomes a zombie. Which can be a problem especially with the elderly. Though Zomcom steps up again with more breakthroughs, especially with the Domestication Collar. The collar stops the zombie's need for human flesh and thus making it harmless as a household pet. But not all is perfect in this Zombie Utopia, collars break, old people die and....well I'll just let you watch this incredibly unique flick.FIDO is a fantastic idea brought to fruition. With an all-star cast, and great writing FIDO rises above most in the comedy/horror genre. There are plenty of funny and original situations that really had me entertained. Though after seeing the film, I personally think the movie would have been better in black and white. At less than 90 minutes, the movie doesn't go on for too long and moves from scene to scene at a good rate. It'll probably end up being a cult-classic of sorts, since it's not really a laugh out loud comedy or even a horror movie. It's a comedy/family/zombie film immersed in the 1950 vibe. If you thought anything I said here was interesting by all means check this film out. But if you're still on the fence, swing your leg back over and stay there. 8.5 outta 10",positive
"I read some comments on the internet about this film like ""...harder then Hostel..."", ""the camera never screens of when it's getting really brutal..."". But none of them is true. The camera never screens of, because there is nothing to screen of. The same scene is repeated hundred and hundred times again. Women lies on a table, killer rapes women a few times, killer cuts women into pieces (you never see this during the whole film!). Police come and arrested him. Killer fools the jury. Film over. In Germany we would say :""Viel Lärm um Nichts"". All in all, one of the most boring films I ever see. Absolutely non-recommendable.",negative
"This movie is stuffed full of stock Horror movie goodies: chained lunatics, pre-meditated murder, a mad (vaguely lesbian) female scientist with an even madder father who wears a mask because of his horrible disfigurement, poisoning, spooky castles, werewolves (male and female), adultery, slain lovers, Tibetan mystics, the half-man/half-plant victim of some unnamed experiment, grave robbing, mind control, walled up bodies, a car crash on a lonely road, electrocution, knights in armour - the lot, all topped off with an incredibly awful score and some of the worst Foley work ever done.The script is incomprehensible (even by badly dubbed Spanish Horror movie standards) and some of the editing is just bizarre. In one scene where the lead female evil scientist goes to visit our heroine in her bedroom for one of the badly dubbed: ""That is fantastical. I do not understand. Explain to me again how this is..."" exposition scenes that litter this movie, there is a sudden hand held cutaway of the girl's thighs as she gets out of bed for no apparent reason at all other than to cover a cut in the bad scientist's ""Mwahaha! All your werewolfs belong mine!"" speech. Though why they went to the bother I don't know because there are plenty of other jarring jump cuts all over the place - even allowing for the atrocious pan and scan of the print I saw.The Director was, according to one interview with the star, drunk for most of the shoot and the film looks like it. It is an incoherent mess. It's made even more incoherent by the inclusion of werewolf rampage footage from a different film The Mark of the Wolf Man (made 4 years earlier, featuring the same actor but playing the part with more aggression and with a different shirt and make up - IS there a word in Spanish for ""Continuity""?) and more padding of another actor in the wolfman get-up ambling about in long shot.The music is incredibly bad varying almost at random from full orchestral creepy house music, to bosannova, to the longest piano and gong duet ever recorded. (Thinking about it, it might not have been a duet. It might have been a solo. The piano part was so simple it could have been picked out with one hand while the player whacked away at the gong with the other.) This is one of the most bewilderedly trance-state inducing bad movies of the year so far for me. Enjoy.Favourite line: ""Ilona! This madness and perversity will turn against you!"" How true.Favourite shot: The lover, discovering his girlfriend slain, dropping the candle in a cartoon-like demonstration of surprise. Rank amateur directing there.",positive
"no comment - stupid movie, acting average or worse... screenplay - no sense at all... SKIP IT!",negative
"I'll keep it short and brief, the people who wrote the story lines for this show are genius, the actors are just perfect for the roles they play (CJ's character is legendary) and they have so much chemistry on screen which makes it what it is, a very successful comedy.When i saw first saw the new episodes which is probably going back just over 6/7 months, i wondered what had happened to Paul. I was gutted to find out that he had died when i browsed Google. He was so funny and played his character to perfection, an over-protective dad, who likes to keep his daughters out of the limelight and away from boys.The comedy, i think, has gone from strength to strength, even without Paul in it.Plus, i think most people would enjoy this watching it.",positive
"Was the script more fitting for a 30 minute sitcom? Yes, but they still make it work! I thought the actors did a fantastic job with an otherwise bland script, especially Jack Black and Christopher Walken. Most people on the board seem to really hate this film. I personally can't see how that could be, but Envy is just one of those film that you either love it or hate it. Much like Napoleon Dynamite and every Leslie Neilsen movie ever made. You either think it's one of the worst movies ever made or one of the funniest. Don't avoid this movie because of the reviews. Watch it and see if you're one of the ones who really like it! If you do, I guarantee it's worth your money. If you don't like it... well, now you know.",positive
"Who ever wrote the two or three glowing reviews were either involved in the making of this film, term used loosely, or bank rolling it, and should the latter be the case, I would want my seven dollars back! The actors, again term used loosely, are awful, in fact almost none of them did anything ever again which is a relief. The scenery and everything about this screams, we had 7 dollars to work with and a day to do it in. Was this filmed in someones back yard? Everything about this project says, low budget. The actors at best were D list. Do not waste your time, unless of course you want to take it back and try to get the rental back. The lead bad guy looks like that punk from the 70s show that ended up marrying his grandmother dummee moore. My local blockbuster video store lists this as the movie most returned with sad commentary attached. Even as a 99 cent rental this flick gathers dust. Someone really must have owed some favors. This is a super stinker and I give it 10 turds.",negative
"...is the only way to describe this movie about subjects that should be surefire: scandal, sex, celebrity, power. Kirsten Dunst grins her way through her role as silent movie star Marion Davies like she thinks she's in ""Legally Blonde."" The guy who plays William Randolph Hearst overacts to the point where you want to reach into the screen and slap him. Eddie Izzard is pretty good, except that he's playing Charlie Chaplin, and is about, oh, 125 lbs too heavy for the part? Hard to believe this hamfisted, uneven wreck was directed by Peter Bogdanovich, but then again, he hasn't made a watchable movie in, what? 30 years? Sometimes, there's just no coming back.",negative
"Rohmer returns to his historical dramas in the real story of Grace Elliot, an Englishwoman who stayed in France during the apex of the French Revolution. One always suspected that Rohmer was a conservative, but who knew he was such a red-blooded reactionary. If you can put aside Rohmer's unabashed defense of the monarchy (and that is not an easy thing to do, given that, for instance, the French lower classes are portrayed here as hideous louts), this is actually an elegant, intelligent and polished movie. Lacking the money for a big cinematic recreation of 18th century France, Rohmer has instead the actors play against obvious painted cardboards. It is a blatantly artificial conceit, but it somehow works. And newcomer Lucy Russell succeeds in making sympathetic a character that shouldn't be.",positive
"This movie was the worst movie I have seen since ""Date Movie."" I was laughing through out the whole movie instead of being scared. It was funny how the snakes would search for particular section of the passengers body to attack for example, the eye, the tongue, the butt, the breast. If we have seen national geographic channel we know snakes wont stay clinched on the body once they bite. For each particular scene the snakes would bite the passengers and would stay on the body biting the person. I believe the producer did not study his information on snakes and their behavior. I cant believe I wasted my money on this movie.So I don't recommend this movie trust just wait until it is at the dollar theatre or rent it.",negative
"I liked this movie very much. Although this movie doesn't boast of big (or even known) names, its very charming. Its one of those feel good types where you know that everythings gonna be just fine in the end. My favorite scene is with the baby elephant part. I rate this movie at 7.5",positive
"I watched 'Speak Easily' one night and thought it was o.k., but missing something. Maybe Buster Keaton strangely speaking threw me off, or the labored line delivery of a leading lady. The next day I kept thinking about the movie, though. I couldn't get Durante's song out of my head, I kept trying to better remember Thelma Todd's first scene, I considered that maybe Keaton did do some funny falls and physical comedy. The next night I watched a scene with Thelma Todd as a conniving chorus girl trying to impress Buster and Jimmy with her sex appeal. A very funny scene, the actors excellent, their faces, their eyes, their silly expressions. So I watched another scene, their show is opening on Broadway. Buster in his blissful innocence botches every act. Again, I was laughing out loud, appreciating Keaton's clowning and tumbling. So the next night I watched the whole movie again, and this time I see it for the first time: It's Stupendous! It's Sensational! It's Sublime! Three great comedians! Todd dances! Durante sings! Keaton speaks! Sure it ain't poifect...but there's a lot of laughs in this picture.",positive
"THE INVADERS IS A FAST MOVING SCI-FI THRILLER STARRING BEN CROSS AND SEAN YOUNG. BEN PLAYS RENN, A TRAVELLER FROM ANOTHER GALAXY TRYING TO FIND ANNIE (PLAYED BY SEAN) WHO IS PHYSICALLY IDEAL TO HAVE HIS CHILD. THIS CHILD, IF ALLOWED TO BE BORN AND RETURNED TO HIS PLANET, MAY BE THE ONLY CHANCE FOR HIS RACE TO SURVIVE. THE ENEMY, AN ALIEN WHO HAS DESTROYED RENN'S PEOPLE, HAS ALSO FOLLOWED RENN ACROSS THE STARS TO STOP THIS BIRTH. CROSS AGAIN SHOWS GREAT RANGE FROM COMICAL BEGINNINGS AS THE ALIEN ENTERS A LOCAL BAR AND ORDERS HIS FIRST EARTHLING COCKTAIL, TO HIS RACE WITH THE ENEMY AND THE DRAMA OF WHETHER HE CAN KEEP ANNIE AND THE CHILD SHE IS CARRYING ALIVE.",positive
"Documenting a documenter. That's one way to describe Keep the River on Your Right: A Modern Cannibal Tale. This film follows anthropologist Tobias Schneebaum, who in his late 70s went on a journey back to the places he spent time as a participant field researcher over 40 years ago, first to West Papua and then Peru. Tobias is a full-bodied character: a gay Jewish artist anthropologist who eeks out a living on a cruise ship teaching gawking tourists about the cultures he has come to have a deep respect and understanding for. Author of several books documenting his time with both the Asmat people of West Papua and the cannibalistic Amazonians in Peru, Tobias has been haunted by what happened in his time in these places and how intimate his connection and relationships had become. Yet Tobias' constant wonder and appreciation for the places he got to know is admirable and a real pleasure to watch. One can only hope to ever achieve and retain such humility themselves.Tobias makes a compelling subject for study as the experiences he faced in immersing himself in these two tribal societies has left him fundamentally changed. This film challenges the notions of morality and ""naturalness""- e.g. nudity, homosexuality, cannibalism. (Watch for the graphic circumcision scene). When questioned as to why he engaged in some of the local practices that others would morally denounce, his non-judgmental nature asks: ""Why Not?"" Who is to say the way of other cultures is right or wrong? This little sleeper is a must watch for not only National Geographic types, but also those interested in the art of documentary making. This film shows what can be done shot on video. The editing provides a quiet revelation of Tobias' life that leaves you watching in fascination. At times, he despairs at being pushed by the film crew to make the emotional journey back, especially considering his age and physical frailty. We can be but grateful that Tobias allowed the tables to be turned on himself, perhaps sympathising with the desire to understand humanity and one's place in the world. The filmmakers provide some moments of critical balance, presenting for example one anthropologist who believes that Tobias predetermined his findings (of homosexuality in this case) based on his personal interests. That said, you can't decide when to stop being shocked and when to take this man home for a cuddle. Move over River Queen, this is the best river ride I've taken in a while.",positive
"""Der Todesking"" is not exactly the type of film that makes you merry Jörg Buttgereit's second cult monument in a row, which is actually a lot better than the infamous ""Nekromantik"", exists of seven short episodes  one for each day of the week  revolving on unrelated people's suicides. In between these already very disturbing episodes, Buttgereit inserts truly horrifying images of a severely decomposing male corpse. The episodes aren't all equally powerful but, as a wholesome, ""Der Todesking"" is ranked quite high on the list of all-time most depressing art-house films. Particularly the episodes on Wednesday, involving a man explaining his sexual frustrations to a total stranger in the park, and the one of Sunday, focusing on a younger man molesting himself to dead, are extremely intense and devastating to observe. The added value of this film, or any other shockumenary like it, is debatable and I'm not even sure whether or not Buttgereit had any type of message to communicate here. There's the vague mentioning of an eerie chain letter that encourages its readers to commit suicide but mostly we remain uninformed about these people's motivations to end their lives so dramatically. Entirely unlike I expected, ""Der Todesking"" isn't exploitative or repulsively graphic! On the contrary actually, I never could have hoped Buttgereit would be so subtle and thoughtful regarding the portrayal of pure human misery. The Thursday episode is a perfect example of this, as it stylishly shows different viewpoints of a famous German bridge while the names, ages and occupations of persons who jumped off appear on the screen. The production values are inescapably poor and the editing often lacks professionalism, but this isn't what really counts in this type of cinema. The subject matter is strong and forcing us to contemplate about the less cheerful  but also indispensable  aspects of life. GREAT use of tragic music, too!",positive
"Like another reviewer said, this movie is not a heavy melodrama, but it deals with harsh realities. A very very playful movie that does not dwell for a moment. Some very good acting and some wonderful smiles as well.",positive
"My friends and I rented that movie last night and we had one of the greatest laughs in awhile. The movie is not supposed to be funny at all, but it is just so ridiculous and it lacks any realism whatsoever. First, Phillippe (I forget what his character is called and I don't really care) uses his regular employee ID to go through all the top-security terminals. Not only is that pathetic but it gets topped when his enormous efforts culminate in his finding the so-scary Lego-room, which hosts the super computers. This is plain funny. The tense mood that we are supposed to experience is completely spoilt by the childish looking room. The ending, like all else, is very very very cheesy, especially when the bad guy's lawyer shows up 'right on time'. Anyway, this movie is a good laugh. If you need something to make fun of, definitely see it.",negative
