review,sentiment
"This is unique in films of Hitchcock's that I've seen, in that I didn't really enjoy it.<br /><br />In fact, I actually found this quite predictable and annoying.<br /><br />Cary Grant and Joan Fontaine are a newly married couple. He's the kind of ""lovable rogue"" character that you've seen in many films, without ever being lovable as far as I am concerned!<br /><br />In fact, it was a barely believable relationship at best, and at times seemed particularly false and implausible.<br /><br />Unable to hold down a job and trying to live an opulent lifestyle, Grant is led to borrow money that he cannot pay back.<br /><br />Fontaine is convinced that he is trying to kill her in order to get the money she is insured for; and presumably what her late father was worth.<br /><br />Average and rather uninteresting all round actually, but as usual you can see the influence on films that have come at a later date.",negative
"CRY FREEDOM is an excellent primer for those wanting an overview of apartheid's cruelty in just a couple of hours. Famed director Richard Attenborough (GANDHI) is certainly no stranger to the genre, and the collaboration of the real-life Mr. and Mrs. Woods, the main white characters in their book and in this film, lends further authenticity to CRY FREEDOM. The video now in release actually runs a little over 2 and a half hours since 23 minutes of extra footage was inserted to make it a two part TV miniseries after the film's initial theatrical release. While the added length serves to heighten the film's forgivable flaws: uneven character development and blanket stereotyping in particular, another possible flaw (the insistence on the white characters' fate over that of the African ones) may work out as a strength. Viewing CRYING FREEDOM as a politically and historically educational film (as I think it should, over its artistic merits), the story is one which black Africans know only too well, though the younger generation may now need to see it on film for full impact. It is the whites who have always been the film's and the book's target audience, hopefully driving them to change. Now twelve years after the movie's production, CRY FREEDOM is in many ways a more interesting film to watch. Almost ten years after black majority rule has been at least theorically in place, 1987's CRY FREEDOM's ideals remain by and large unrealized. It therefore remains as imperative as ever for white South Africans, particularly the younger ones who have only heard of these actions to see it, and absorb the film's messages. In total contrast to American slavery and the Jewish Holocaust's exposure, South Africans' struggles have been told by a mere two or three stories: CRY FREEDOM, CRY THE BELOVED COUNTRY (OK, Count it twice if you include the remake), and SARAFINA (did I miss one?). All three dramas also clumsily feature American and British actors in both the white and black roles. Not one South African actor has played a major role, white, coloured, Indian or Black!). And yes I did miss another international South African drama, MANDELA and DEKLERK. Though this (also highly recommended) biopic was released after black majority rule was instituted, MANDELA was played by a Black American (Sidney Poitier, who also starred in the original S.A.-themed CRY THE BELOVED COUNTRY), while the Afrikaner DeKlerk was played by a (bald) very British Michael Caine, a good performance if you can dismiss that the very essence of Afrikanerdom is vehement anti-British feelings. Until local SABC TV and African films start dealing with their own legacy, CRY FREEDOM is about as authentic as you'll get. As villified as the whites (particularly the Afrikaners) are portrayed in the film, any observant (non-casual) visitor to South Africa even now in 1999, not to mention 1977 when CRY FREEDOM takes place, will generally find white's attitudes towards blacks restrained, even understated. Looking at CRY FREEDOM in hindsight, it is amazing that reconciliation can take place at all, and it is. But CRY FREEDOM at time shows not much has really changed in many people's minds yet, and that the Black Africans' goal to FREEDOM and reconciliation is still ongoing. This is why if you're a novice to the situation, CRY FREEDOM, is your best introduction.",positive
"I accidently felt on this movie on TV, and I wasn't able to leave it.... It's really an excellent movie which makes people learning about american's history with the Vietnam war, the flower power's time, the racism's fight.... It illustrates the conflict of generation, of political opinion, of race which took place in the 60's....I'm born in 1980 so I didn't know all that stuff before...In france, USA's history is not a priority and that movie really learned me a lot of facts ! By the way, I think all the actors are great; especially Jordana Brewster, Josh Hamilton and Jerry O'Connell. Now I can see this film more then 1 time each day !! It's really great.... what a shame it only appeared on TV not in cinemas...<br /><br />",positive
I really like Star Trek Hidden Frontier it is an excellent fan fiction film series and i cant wait to see more I have only started watching this film series last week and i just cannot get enough of it. I have already recommended it too other people to watch since it is well worth the view. I have already watched each episode many times over and am waiting to see more episodes come out. I rated it a ten but i think it deserves a 12 loll My compliments to the staff of the Star Trek Hidden Frontiers on an excellent job. If u like Star Trek i highly recommend checking out this star trek fan fiction film. The detail associated with this series of films is excellent especially the ships and planets used in it,positive
"As I watch this film, it is interesting to see how much it marginalizes Black men. The film spends its time showing how powerless the most visible Black man in it is (save for an heroic moment). For much of the film, the other Black men (and dark-skinned Black women) in the film are way in the background, barely visible.<br /><br />Vanessa Williams' character was strong and sympathetic. The viewer can easily identify and sympathize with her. There are also some fairly visible and three-dimensional support characters who are light-skinned, and some White characters of some warmth and dignity. But 99% of the Black males in this film are nothing but invisible men. Voiceless shadows in the background, of no consequence. Such a horrible flaw, but anything but unusual in the mainstream media.",negative
"A vehicle for Michael Caine. Its fairly well written and there's some OK acting in it but, really, it's a mess - not funny enough, not frightening enough. It's a flaccid modern cockney thriller.<br /><br />I like the premise - that even in the refracted moral hinterland of East London people do do things for the right reasons. A surprise result to the first proper fight Caine's old-school Billy Shiner has promoted inflames his paranoia. The second half of the film has him chasing shadows to deal with the disappointment of the outcome of the first.<br /><br />MY greatest disappointment was in director John Irvin's failure to make more of the relationship between Shiner and his lieutenant/filial substitute Frank Harper. Harper's, a British Tom Sizemore, understands his role well whilst those around him seem to have ignored it. Pity. 4/10",negative
"My favorite film this year. Great characters and plot, and the direction and editing was smooth, visually beautiful, and interesting. <br /><br />Set in Barcelona, the film follows a year in the lives of six foreign graduate students and assorted others. Cultures and languages clash but hearts and lives intertwine. The leading role would never have been cast in Hollywood, but he carried the part perfectly. The characters were nicely developed and their interplay was honest and accurate. There were two especially noteworthy scenes, the climax was truly inspired. The film is sentimental, and the last ten minutes could have been cut, but it was wonderfully entertaining. <br /><br />I nearly didn't watch it, but did just to see Audrey Tautou. Her role although billed second or third was minor, and was outshined by several other characters. I wish more films like this were made. It brought to mind The Big Chill or The Breakfast Club. Don't start this movie late if you plan to go to bed 1/2 way through.",positive
"The films of UPA are surprisingly well rated on IMDb despite the fact that the animation quality is light-years behind that of Looney Toons, Disney and MGM at their prime. Sadly, due to rising costs in making pretty cartoons with high frame-rates and lovely backgrounds, the UPA style (which debuted about 1950) began to dominate in the late 50s and 60s. After all, the films were dirt cheap to make and they'd received several Oscars to ""prove"" that the cartoons were now mainstream. So as a result, lousy animation was becoming the norm and this trend wasn't reversed until the 1980s.<br /><br />This UPA film is one of the early ones. The characters are very simply drawn (any simpler and they would have used stick figures) and the backgrounds were ugly--simple line drawings with colors added in a very slap-dash manner (often with a sponge and rarely completely filling the items).<br /><br />As for the story, it's a jive story with a strong jazz style attitude. Some will love this, others will just find it very, very loud. It's the traditional ""Frankie and Johnny"" story and because of the shootings and all, it's probably not a great film for the kids. Heck, because of the animation and jazz, it's not a particularly good film for me, either! Some will read my review and no doubt think I am a crank (which I am, to a degree). However, I love animated films and a little of this minimalistic UPA style goes a very, very long way and you can't seriously consider them great works of art--just very, very quickly made cartoons. Ignore the Oscars and try watching some classic cartoons or something--anything else!",negative
"For those looking for a sequel for the fine South African miniseries of the 1980s, this isn't it. Nor is it a historical drama. Rather, it is a dreary little fantasy which has nothing to do with the historical Shaka, but merely uses his name to give a certain cachet to Sinclair's idiotic story about an African superhero who is a combination of Jesus, Lincoln, Superman, and Nelson Mandela.<br /><br />On the other hand, there are a few laugh-out-loud moments, as when Shaka breaks the cross to which he is chained and kicks some serious slaver butt. You know, like Jesus would have done if he hadn't been such a wimp.<br /><br />True, I saw only the 98-minute version, but I can't imagine that twice as much of this crap would have been better.<br /><br />And what kind of a name is Mungo?!",negative
"Do you know that they want to escavate the Moon for real?And in Geneve there is the debated project that could lead to make possible time machine?All i can say about this movie that is based on facts about future(at the time of the movie)scientifical projects but real. Hope the moon will exist not happen as in the movie. Now about the movie itself, I saw the original movie too, and I also read the book. The book I didn't like though, but the movie yes.I totally agree with a previous comment that this movie was depressing,unlike the 60's one.That was very good with force, this one was only a paralled future of what is good movie.",negative
