review,sentiment
"One woman, by herself in a house for 45-minutes of screen time, doesn't sound like a formula to hold you on the edge-of-your-seat... but FUTURE SHOCK is truly as thrilling as they come! Writer / star Vivian Schilling takes on those little fears we all suppress, and enlarges them to terrifying proportions, so don't watch this film alone!",positive
"I saw this film at the 2005 Toronto International Film Festival. Based on a novella by science- fiction author Brian Aldiss, this film attempts to tell the story of Tom and Barry Howe, conjoined twins who are plucked from their family by an impresario in order to form a rock band.Almost deliberately gimmicky, the film is also too clever by half (if you'll pardon the pun). By mixing genres, styles and moods, the directors (whose previous film was the excellent documentary Lost In La Mancha) lose their way pretty quickly. I was never sure whether I was meant to take it all seriously or not. Flashbacks, dream sequences, it was all just a bit much. Plus, the promised rock and roll just didn't move me. I was reminded a bit too much at times of Hedwig and the Angry Inch, a film I found original and moving. But in this case, the songs just weren't as good, nor were the main characters sympathetic. A more unfavourable comparison would be the similarly disappointing Velvet Goldmine.",negative
"I found this movie to be very well-paced. The premise is quite imaginative, and as a viewer I was pulled along as the characters developed. The pacing is done very well for those that like to think--enough is kept hidden from the viewer early on, and questions keep arising which are later answered, producing a well-thought out and very satisfying film, both cerebrally and from an action standpoint.It seems some people were looking for a non-stop roller-coaster ride with this film--one of those that comes charging out of the gate. This would be more analogous to one of those coasters that first takes you slowly up the hill--creating a wonderful sense of anticipation--and is ultimately, in my mind, more fulfilling for the foundation initially laid.Excellent film.",positive
"Normally, I don't watch action movies because of the fact that they are usually all pretty similar. This movie did have many stereotypical action movie scenes, but the characters and the originality of the film's premise made it much easier to watch. David Duchovny bended his normal acting approach, which was great to see. Angelina Jolie, of course, was beautiful and did great acting. Great cast all together. A must see for people bored with the same old action movie.",positive
My mother keeps a cassette of this film as a general threat to any film loving person who annoys her. Everything about it stinks.As such it is a true classic.Who gave it 10/10? Were you inadvertently watching a good film and accidentally voted for this one?Everyone involved in the movie making process should be forced to watch at least a small section of this film. It should be an indelible stain on the minds on all that hold film sacred and be revered as the tide mark of the cinematically dire.,negative
"I saw this movie a few months ago in the town which appeared as Greendale in the movie, which is the only reason I went to see it. Another local who was there just forwarded to me an email announcement of a repeat showing because the first had sold out and people were turned away. His editorial comment in his forward is a good summary:""Yuk.""Unless you're a Neil Young fan or live in/near ""Greendale"" (if the latter you know the real name), skip this movie. It's mostly an ego trip for the filmmaker. It has no discernible plot, the music is merely OK, and too much of the lyrics are unintelligible making it impossible to follow what little shreds of plot there may be.I don't need to put in a spoiler warning because there are no surprises to give away.I'd give this a 1.5/10, but that's just for the amusement value of seeing the locales made into a movie. It wasn't worth the $6. I could rent a video camera and drive around ""Greendale"" and make a better movie myself.If you want to see a *good* environmental-message movie with no plot, go rent Koyaanisqatsi.",negative
"This show has all the typical characters in a comedy: the good guy, the idiot, the pervert, the rich girl... but it's set on the 70's. That's the only difference that it has with other TV comedies. I don't know how you can like this show. Its humor is pathetic! I mean, the jokes are so direct... A typical dialog is this: ""Fez: Oh, Jackie I want to have sex with you. (audience laughs) Jackie: Fez you're a pervert. (audience laughs) Fez: Oh yes I am. (audience cheers and applauds)"" This isn't funny. I think that if it didn't have those laughs (I don't know how you call that in English, sorry) you wouldn't laugh at all. This isn't intelligent comedy, this is an insult to the public. I like most of the American comedies, but this isn't good at all. I would give it 4 out of 10. (Sorry for my poor English again.)",positive
"I loved this film because in my mind it seemed to so perfectly capture what I imagined life in French colonial Africa must have been like in the 50's (""my"" generation anyway). But I was truly enraptured by its quiet pacing and by the glorious ending. Within the last 5 minutes of this film, you must focus intently on what's happening. Never have I been more impressed with the ""wrap-up"" of a film. I remember yelling ""wow!"" when I realized it was over. On the other hand, my two daughters fell asleep on the couch!!",positive
"A DOUBLE LIFE has developed a mystique among film fans for two reasons: the plot idea of an actor getting so wrapped up into a role (here Othello) as to pick up the great flaw of that character and put it into his life; and that this is the film that won Ronald Colman the Academy Award (as well as the Golden Globe) as best actor. Let's take the second point first.Is Anthony John Colman's greatest role, or even his signature role? I have my doubts on either level - but it is among his best known roles. Most of his career, Ronald Colman played decent gentlemen, frequently in dangerous or atypical situations. He is Bulldog Drummond (cleaned up in the Goldwyn production not to be an arrogant racist) fighting crime. He is Raffles, the great cricket player and even greater burglar, trying to pull off his best burglary to save a friend's honor. He is Robert Conway, the great imperial political figure, who is kidnapped and brought to that paradise on earth, Shangri-La. He is Dick Heldar, manfully going to his death after he learns his masterpiece has been destroyed and knowing he is now blind and useless as an artist. I can add Sidney Carton and Rudolf Rassendyll to this list. But here he is not heroic. In fact he is unconsciously villainous - he murders one person and nearly kills two others. It does not matter that he is obviously mentally ill - his behavior here is anti-social.To me Colman should have gotten the Oscar for Heldar, or Carton, or Conway - all more typical of his acting roles. But the Academy has a long tradition of picking atypical roles for awarding it's treasure to it's leading members. Colman's Anthony John is a very good performance, and at one point truly scary. When alone with Signe Hasso in her home, she at the top of a staircase and him at the base, they have an argument. She demands that ""Tony"" leave, saying she won't see him. He stares at her, his face oddly hardening in a way he never used before, and he says, ""Oh, no you won't!"" He starts moving upstairs, frightening Hasso, and she runs into her room. He stops himself and leaves. It actually is the real highpoint of his performance - even more than his assaulting of Hasso on stage, or of Edmond O'Brien, or his killing of Shelley Winters. It showed his blind fury. For that moment it was (to me) an Oscar-worthy performance. But it is only that moment. I'm glad he was recognized for the role, but he should have gotten the award for a more consistent performance.His actual performance in the Shakespearian role of Othello is not great, but bearable. Too frequently he lets the dialog roll off his tongue in a kind of forced singing style (one wonders if that was due to the coaching of Walter Hampden, who probably knew how to handle the role properly, or a reaction to it). Nowadays ""Othello"" is played by an African American actor more frequently than a white one. Paul Robeson's brilliant performance in the role set that new tradition firmly into place. But the three best known movie performances of the part are those of Colman, Orson Welles in his movie of OTHELLO, and Laurence Olivier in his movie of his play production of OTHELLO. All three white actors did the role in black face. My personal favorite of the three is Welles, who seems the most subtle. But even watching Welles' fine film version makes me angry that Robeson never got to put his performance (with Jose Ferrer as Iago) on film.Now the first question - can an actor get that wrapped up in a role? I heard different things about this. Some actors have admitted taking a role home with them from the theater or movie set. Others have found a role they have to be stimulating, influencing them on a new cause of action regarding their lives or some aspect of life. But actually I have never heard of anyone who turned homicidal as the result of a role. It seems a melodramatic, hackneyed idea.As a matter of fact it was not a new idea in 1947 with Cukor, Kanin, and Gordon. In 1944 a ""B"" feature, THE BRIGHTON STRANGLER, starring John Loder, had used a similar plot about an actor who is playing an infamous ""Jack the Ripper"" type, and who starts committing those type of killings after an accident affects his mind. There was an earlier movie in the 1930s, in which an actor playing Othello gets jealous of his wife (I think the title was MEN ARE NOT GODS, but I'm not sure). But due to Colman's name and career, and Cukor's directing, it is A DOUBLE LIFE that people think of when they recall this plot idea. It even reached comedy (finally) on an episode of CHEERS, where Diane Chambers is helping an ex-convict who may have acting talent, and they put on OTHELLO at the bar, just after he sees her with Sam Malone kissing. Only Diane is aware of the personality problem of the ex-convict, and can't delay the production long enough (she tries to start a discussion into the history and symbolism of the play). The cast of A DOUBLE LIFE was first rate, and Cukor's direction was as sure as ever. So the film is definitely worth watching. But despite giving Colman an interestingly different role, it was not his best work on the screen.",positive
"That's what the title should be, anyway.This movie combines guns, explosives, and mindless killing to make one flop of an ""action"" movie. Let me make my point in a series of questions: answers type deal.What happens in the movie? People die.Is that it? Yes.What is the plot about? What plot?What is the point the movie is trying to make? Killing is the only solution.What are the characters like? Extremely flawed and contradictive toward their own personalities.Is there anything good about this movie? Yes. I'm sure they used some nice Panavision cameras in filming it.If you like constant killing and greed, then watch the movie. If you happen to be repulsed by such low-standard ""entertainment"", then ""Made Men"" is not for you.To sum it up, the plotline stinks, the characters aren't worth their while, the storyline is completely resistable, and nothing fits together.This proves one thing: the actors, directors, and whoever helped make this movie certainly aren't ""Made"".",negative
"Cute idea... salesgirl Linda Smith (Yolande Donlan) inherits a teeny tiny little county of Lampidorra. That country, which wasn't even in North America, was made the 49th state... (of course, there were only 48 states at the time, since this was made in 1952...) Linda travels to the country she has inherited, and we follow her along as she tries to figure out what to do with this strange country and its even quirkier people. At one point, she sings a song that she claims is from her people the Navajo, and it gets ever-more sillier from there.... although Yolande Donlan's heavy lipstick and omni-present smile never get ruffled or shmeared. There are other songs scattered through-out as the citizens sing to welcome their new princess. Filmed in a glorious British version of technicolor, or some such equivalent, about the only big name here is Dirk Bogarde as British subject Tony Craig, cheese vendor. Bogarde made a big splash in the UK film industry after serving in the war, and was even knighted by QE II. Craig and ""the new princess"" keep bumping into each other, and their adventures become more intertwined as Lampidorra's financial problems worsen... Fun little farce....along the lines of Marx Brothers film. Also note that Donlan later married Val Guest, the writer and director of our little project, and stayed married for 50 years! Guest was better known for writing and directing his sci-fi flicks, in both the UK & the US.",positive
"If your a fan of Airplane type movies this is a must see! Set in the 1920's and 30's Johnny Dangerously has not only great actors but great lines. ""knock down dat wall,knock down dat wall and knock down dat #@$%#@$ wall."" ""You shouldn't hang me on a hook johnny"" or ""Sounds like Johnnys getting laid"". Its definitely a spoof of the old James Cagney Movies and references them a lot. There's a great scene when Jhonnys walking down death row and has a priest set up for his escape. Listen closely to the fake priests readings, its pretty funny. Another great scene is when Dom Delauise plays the Pope. Watch his reaction to Johnny after he tips the Pope, a lot said without making a sound.I recommend this movie to all who love to laugh or are old movie buffs.",positive
"PROBLEM CHILD is one of the worst movies I have seen in the last decade! This is a bad movie about a savage boy adopted by two parents, but he gets into trouble later. That Junior can drive Grandpa's car. He can scare people with a bear. He can put a room on fire! It is a bad movie as much as BATTLEFIELD EARTH. A sequel is an even worse fate. Rent CHICKEN RUN instead.*1/2 out of **** I give it.",negative
"The stranger Jack (Matthew Lillard) arrives in the studio of the crook collector of antiques Max (Vincent D'Onofrio) and tells his ambitious companion and specialist in poisons Jamie (Valeria Golino) that he is Jack's brother. Jamie does not buy his story, dominates Jack and ties him up to a chair. When Max arrives, Jack proposes US$ 100,000.00 for each one to protect him in a negotiation of the antiques ""Spanish Judges"" with a wealthy and dangerous collector. Max invites his stupid acquaintance Piece (Mark Boone Junior), who comes with his retarded girlfriend that believes she is from Mars, to compose the backup team. However, Jack double-crosses the collector and then he intrigues Jack, Jamie and Piece.The low budget ""Spanish Judges"" is a movie with a reasonable screenplay with an awful conclusion that wastes a good cast. Valeria Golino is astonishingly beautiful but together with the good actor Vincent D'Onofrio, they are not able to save the stupid story. Further, the scenes that are supposed to be funny unfortunately do not work, and actually they are silly and not funny. My vote is three.Title (Brazil): ""Tudo Por Dinheiro"" (""All For Money"")",negative
"The peculiar charisma of Martin Kosleck brings a certain believability to his character of the frustrated artist. He imbues his dialog with an odd sense of realism, making the sculptor Marcel a convincing individual. The character manages to come across as a real person and not so much a typical B movie villain.The story line is nothing to write home about, and many scenes are dull. What makes it work is the strange chemistry between Kosleck and Rondo Hatton as the Creeper. Kosleck's talkative, philosophical character is contrasted with Hatton's low key, monosyllabic approach. The character of the Creeper isn't developed much beyond a basic monster level, but Hatton suggests undeveloped possibilities and makes you wonder about his back story.This movie was on Shock Theater a lot when I was a kid, so I have a certain nostalgic fondness for it. It's worth seeing once, anyway, for those who enjoy Forties horror movies.",negative
"It is a rare occasion when I want to see a movie again. ""The Amati Girls"" is such a movie. In old time movie theaters I would have stayed put for more showings. Was this story autobiographical for the writer/director? It has the aura of reality.The all star cast present their characters believably and with tenderness. Who would not want Mercedes Ruehl as an older sister? I have loved her work since ""For Roseanna"".With most movies, one suspends belief because we know that it is the work of actors, producers, directors, sound technicians, etc. It was hard to suspend such belief in ""The Amati Girls"". One feels such a part of this family! How I wanted to come to the defense of Dolores when her family is stifling her emotional life. And wanted to cheer Lee Grant as she levels criticism at Cloris Leachman's hair color. The humor throughout is not belly laugh humor, but instead has a feel-good quality that satisfies far more than pratfalls and such.The love that is portrayed in this cinema family is to be emulated and cherished.It is no coincidence that the family name, Amati, translated from the Italian means 'the loved ones'.",positive
"(SPOILERS AHEAD) Russian fantasy ""actioner"" (and I use the term loosely) that I've been trying to watch for over a year. I've finally gotten to the end and now I wish I didn't put in the repeated effort.In an effort to save two hours of your life I'm going to tell you he plot- a guy who has the ability to project a long blade out of his arm returns home to see his mom. Things turn ugly after he is beaten up by the mafia boyfriend of an old girl friend. He takes revenge on the guy when he brings the girl home. The guys mafia mom sends her men out to get revenge while the cops begin looking for him as well.Very little is said. no explanation is really given for anything (like why they lock id girlfriend in an asylum) and the action, for the most part is all off screen. The film essentially consists of a guy who looks like Adrian Brody looking intense and not saying anything, killing people (off screen-most of the action happens off screen). It looks good, is well acted and had there been some form of reason for what is going on it might have been a good film. Hell, I would have liked some sense of real character development or back story (all we know is that the guy was picked on as a kid). The movie runs the better part of two hours and it feels like its six. If they weren't going to tell us anything they could have at least picked up the pace so it seemed like it was moving too fast. No instead we get the hero on a boat. The hero in a bus, the hero walking, the hero looking disturbed.Hero with his girl. It really annoyed me since I think this could have been a good film if they had simply done something or had someone actually say something meaningful other than give instructions to ""get this guy"".4 out of 10. Its about four hours (all my attempts to see this) I'll never get back. Only for those who want to see a brooding Russian action film with very little action",negative
"Considering the limits of this film (The entire movie in one setting - a music studio - only about 5 or 6 actors total) it should have been much better made. IF you have these limits in making a film, how could the lighting be so bad? And the actors were terrible, were talking a hair below the acting in Clerks, except that was an enjoyable movie, this had no substance. Well it tried to, but really fails.It makes attempt to be self-referencing in a couple parts, but the lines were delivered so poorly by the actors it was just bad. And the main character Neal guy, what a pathetic looser. Clearly like 10 people total made this 'film' and they all knew each other, and it probably was a real rock band that they had, but unfortuntly these people really have no idea how terrible they are all around. This was made in 2005, but they all look so naieve it smacks of just pre-grunge era.Thankfully I didn't pay to see this (Starz on Demand delivers again!) but it was under the title ""The Possessed"" not Studio 666, it doesn't matter what you do to the title, it can't help this. This could have been a much better made movie - there is no excuse for this bad film-making when you have the obvious limited parameters the filmmakers had when they made this, working within those limits you should make the stuff you can control and the stuff you can work with the best you can. Instead they figured mediocrity would be good enough. And that music video, wow that was bad, I fast fowarded through that.So 2/10 is fair, if you are into the whole b-movie crap I suppose you'll go and see this.",negative
"Beginning with its long opening shot of seemingly endless rows of assembly line workers in a Chinese factory, Manufactured Landscapes attempts to show the devastating impact of industrialization on the natural environment and traditional societies. Its droning narrative assumes that industrial development in China and elsewhere is entirely unprecedented, as if there had never been an industrial revolution in Europe and America and Karl Marx had never visited the British Museum. That there might be a connection between the present-day Asian drive for industrialization and wealth and earlier experiences of starvation and terror is never mentioned.At the same time, there's an effort to present Edward Burtynsky's photographs of industrial waste as somehow ""beautiful"". Much of the film is a slide show of these images. They are well produced, of museum size, and have apparently appeared in several exhibitions. To me, however, they only demonstrate that almost any photograph can be made to appear beautiful if well presented. Industrial waste is still industrial waste. The relationship, if any, between the photographs and the film's spoken message remains unclear.I don't mean to imply that there aren't real and sometimes desperate problems when countries rush to industrialize. Manufactured Landscapes, however, offers only strange and bitter hopelessness. It's like a two-hour lecture by Noam Chomsky. Maybe it has some value as a demonstration of what's wrong with the American (and Canadian) Left.",negative
"David Lynch usually makes films that resemble puzzles put together the wrong way. They are interesting to look at and think about but they really don't gel in your mind. Perhaps art will always mean the most to its creator.The Straight Story is not a typical David Lynch film. Not that there's anything typical about them anyway. It's an odyssey through rural America. A real life journey Alvin Straight took on a lawn mower to get to his brothers house. He rode 300 miles from Laurens, Iowa to Mt. Zion, Wisconsin to make amends to his sick brother for past offenses.At the heart of this film is sweet voiced Richard Farnsworth. He brings Alvin Straight right to us in a simple and honest way. The fact that the film is slow paced matches Alvin's slow journey toward realization.Along the way Alvin meets a confused and frightened young girl. She is pregnant and has decided to run away from her situation. After listening to Alvin speak about family she reconsiders.Later Alvin witnesses a distraught woman kill a deer with her car. She complains that she has killed several and leaves. Alvin feels bad but is smart enough to cook up some dear meat that night.Later Alvin's lawn mower loses its brakes and nearly kills him. A nice man and his wife let him stay in their yard while he gets it fixed. They even let him call his sweet but slow daughter, nicely played by Sissy Spacek, whose haunted by a terrible tragedy in her own past. Alvin insists on paying for the call. The man even offers to drive Alvin to his brothers with pleasure. Alvin declines with thanks.While Alvin waits he also goes off to a bar with a kindly old man as they discuss the harshness of war and the price it took on their souls. Alvin even confesses a fatal mistake he made as a sniper that has forever haunted him.Alvin also encounters two bickering brothers who've repaired his lawn mower. He talks them down in price wisely calling them on their high labor and repair costs. He even helps them to appreciate one another learning from his own mistakes with his brother.The night before Alvin leaves the man's yard he takes his hat off to him. The man tells him it was an honor having him stay and asks Alvin to write to him. This scene is perfect in it's simplicity. It's heartfelt because it's so straight, so real.The journey continues and we can't help to get more and more involved with it. We want Alvin to get to his brothers. We want him to make amends. We want to know this world is full of forgiveness.This was Richard Farnsworth at his best. It was his last film and his performance was amazing. You can't help but to understand his pride, to listen to his wisdom, and to ultimately feel his pain. One becomes as taken with him as the man who offers him his back yard to stay in.If there's justice in the afterlife then Alvin Straight, his brother, and Richard Farnsworth are together sitting at a bar. I can picture them discussing their lives, regrets, hopes, and joys. As Alvin says in the film, ""My brother and I used to look up at the stars."" Well, I know they all are with the best view in the house.",positive
"It's ""The F.B.I."" starring Reed Hadley, with an all-star guest cast! The film begins with an accidental (convenient?) kidnapping, which leads to one thing, and another - which doesn't really indicate the main story, which is a ""Big House, U.S.A."" prison break story. The story is very improbable, to say the least. It's like a TV show, only more ""violent"" (for the times).BUT - the cast is a trip! Picture this: Ralph Meeker is sent to prison; his cell-mates are the following criminals: Broderick Crawford, Lon Chaney Jr., Charles Bronson (reading a ""Muscle"" magazine!), and William Talman (reading a ""Detective"" magazine!). Honest! You should know that, an early scene reveals what happens to the ""missing"" boy, answering the ending ""voiceover."" If you don't want to have that hanging, don't miss the opening scenes between the ""Iceman"" and the boy (Peter Votrian doing well as a runaway asthmatic). *** Big House, U.S.A. (1955) Howard W. Koch ~ Broderick Crawford, Ralph Meeker, Reed Hadley",negative
"Boston legal has turned its tail and is headed for the barn door and th pig slop it has created! When this show first aired almost four season back it was a humorous slap at the legal system which all actors seem to take pride in portraying. It was funny, diversified, and to some extent factual. The characters portrayed were acceptable and to an extent real in their portrayals. The sexual comment and activity were limited and humorous. Julie Bowen is and was beautiful as in other series she participated but is now dragged to the lower depths of Media programming of sex and violence. Julie is an excellent actress and needs a more stable platform than this ""production"". Rene Adjurdubois Is an excellent actor who has from the days of ""Benson"" to this production held his own in the field of entertainment, always showing the humor and respectful acting of the production. Captain Kirk ""is"". Funny and humorous is Candace Bergan and is to be admired for her continuing in this production and is a good actress. James Spader, there is no doubt in his acting ability, however he should go back to his XXX origins such as ""Crash"" as it appears he has much talent and inclination in that direction. We ask that this series be trashed as it already is and its really starting to smell!!!",negative
"The 700 Club gives a great perspective on world events. Some have described it as disingenuous or cheesy. I find the program to be informative and inspirational. It is only natural for many to throw mud on a program that has proved to be so successful. There are very few shows that can point to a 40 year track record of success in the world of television media and The 700 Club is one of them. While Mr. Robertson may have been wrong to say that someone should be assassinated, I find it curious that so many people will literally trip over themselves to hop on the bandwagon of criticism. I have certainly said some foolish things in my life. I would certainly be willing to forgive Mr. Robertson since he puts out a great show.",positive
"On September 11th, 2001, millions were killed; but 2,819 lives ended in an especially gruesome manner. They were the victim of a plane hijacking by extremists whose sole mission was to destroy buildings, but more importantly, people. This film takes an in-depth look at four people whose lives were cut short by this disastrous event and one man whose life was shattered by the loss of their lives.Charlie Fineman (played by Adam Sandler), a former dentist living in New York, loses his wife and three children on September 11th as they were on their way to Los Angeles. Emotionally annihilated by the events, he eventually loses touch with everyone who reminds him of his former life; including his in-laws and his best friend (played, respectively, by Robert Klein, Melinda Dillon, and Mike Bender). He goes into completely denial and does his best to forget about his former life. This continues until he runs into his old college friend Alan Johnson (played by Don Cheadle) who Fineman doesn't seem to remember. The two begin to catch up, but Fineman believes Johnson was sent by people from his former life to persuade him into finding help. Slowly, but surely, Fineman regains his trust for Johnson.While all this is happening, Alan Johnson's life is going down the wrong path. He is a self man (dentist) who helps start a dental practice. One day, a patient of his named Donna Remar (played by Saffron Burrows) attempts to make a move on him, telling him that she would like to perform oral sex for him. This is an unwelcome surprise to Dr. Johnson since he is a married man with two children. As he is coming home from work on a particular workday, he sees his old friend (Fineman) and tries to flag him down. He is unsuccessful, but he gets another opportunity and persuades Fineman to get a come of coffee with him to catch up, despite the fact that Fineman doesn't know who he is.One of the most interesting things about this movie is its use of music as a motif. One of Fineman's physiological crutches is music, particularly Springsteen and other classic rock artists. When Fineman is asked to open up about his past or to talk about things he finds unpleasant, he puts on his earphones and drowns out the world with things his music.When the film was over, I had me thinking: how would I cope with the loss of my family? How would I deal with such a tragic events. It's something we don't really think about too often. We always think they'll be there and we often take them for granted, whether we intend to or not. We usually realize how important they are when it's too late; and a blow like that can destroy someone physically, emotionally, and physiologically. I really don't know how I would be able to deal with something like that. Would I face the problem head on, cope, and move on with my life or would I just put my headphones on and block the world?",positive
"Sky Captain is possibly the best awful movie I've seen in a long while. Rife with amazing CG and special effects, studded with an A-list cast (Jude Law, Gwyneth Paltrow, Angelina Jolie and the infinitely likable Giovanni Ribisi) and racing along with an overused but Indiana Jones-esquire storyline, this should have been a great movie to watch.'Should have' being the key term here, of course.Jude Law plays Joe the Sky Captain with a dashing accent and plenty of over-the-shoulder, heart-melting smirks, but you can't make something out of nothing, and even his flippant deliveries and boyish good looks can't save the movie's stone dialogue. (If he had slapped Giovanni Ribisi on the back and said, ""Good boy, Dex,"" just ONE more time, I might have barfed all over the guy in front of me.) Gwyneth Paltrow, as Polly Perkins, is nothing less than nerve grating. Her nasal whining and not-quite-sarcastic comments get old in the first ten minutes of the movie. Perhaps she put too much effort into playing the stereotypical 30's comic book heroine- who knows? I expected more from her. An example of how a similar character was played (and played well) is in the late 90's flick ""The Phantom,"" starring Kristy Swanson and Billy Zane. Rent the movie and you'll know what I mean.Giovanni Ribisi and Angelina Jolie were the saving graces in the film. (Angelina Jolie was incredibly hot in that eyepatch. I'll admit it.) In just a few short scenes, both actors somehow managed to rise above the tired material and deliver a more riveting performance than their dry, two-dimensional castmates.The plot and steady story progression were old, boring, and basically just a monotonous combination of every good scene from an action movie in the past thirty years. The pace is rapid-fire in the first half of the movie, and a snail's pace in the second, giving the audience enough time not only to guess the eventual conclusion of the film, but to figure out who the key villain is as well. The pairing is rather clichéd, also- Polly Perkins and Sky Captain apparently reunite after several years of separation from a bitterly-ended romance, and their story isn't so much charming and eclectic as it is annoying and mismatched. When they finally come to terms with their mutual feelings towards the end of the film, nobody's surprised, and nobody really cares either.Props to the director for appreciating Bai Ling enough to dress her in skintight vinyl for the entirety of the film, and also for the intriguing sepia tones that served as coloration throughout. But Sky Captain, despite having all the essential elements of being a great movie, falls flat on its face. Not even worth the $2.75 I paid to get into the theater.",negative
"John Carradine, John Ireland, and Faith Domergue who as players all saw better days in better films got together for this Grade G horror film about life imitating art in a mysterious mansion.For Carradine it was in those last two decades of his career that he appeared in anything on the theory it was better to keep working no matter what you did and get those paychecks coming in. With that magnificent sonorous voice of his, Carradine was always in great demand for horror pictures and the man did not discriminate in the least in what he appeared in.He plays the caretaker of an old Gothic mansion who movie director John Ireland has rented for his latest low budget slasher film. It's even got a graveyard, but with a missing occupant. Faith Domergue is Ireland's aging star and Carole Wells is the young ingenue.In the last twenty minutes or so most of the cast winds up dead that aren't dead already. The script is so incoherent I'm still trying to figure out the point. I won't waste any more gray matter on it.",negative
"All the talent Mr. Sooraj Barjatya showed in his first 3 movies, I thought were all an accident because his 4th one Main prem ki diwani hoon was so bad. But I have to say it wasn't an accident. This guy is talented and the way he has done Vivah is just brilliant. Right from the first scene it affects you. the sequences between shahid and amrita are awesome. The chemistry between these two actors gives glimpses of that between srk and kajol. As usual Alok Nath as the good and loving father is fantastic, so is Anupam Kher. But its a Shahid-Amrita film.Amrita looks good in most scenes though shahid does look a little young to get married but he does a good job of a shy but yet morally strong groom. this movie will especially be liked by those who has gone through such beautiful moments in their life. All in all a brilliant film. hats off to Mr. Sooraj Barjatya...",positive
"I saw this film at the Santa Barbara Film Festival, and there was not a dry eye in the house. It is incredible to see not only what a great person Darius is, but how admirable the rest of the team is too and at such a young age.It also made me think how disgusting MTV was, and how on being given an opportunity to involve and inspire in a positive way, they declined. Shows you whether they really care about the youth and their viewers at all.It's a wonderful and heart warming true story...take your tissues but it's great to see how caring and inspiring youth of today can be.",positive
"I was skimming over the list of films of Richard Burton when I came to this title that I recall vividly from when I first saw it on cable in 1982. I remember dialogue from Tatum O'Neal that was just amazingly bad. I remember Richard Burton's character looking so hopelessly lost, and then remembering how his motivations didn't translate to me. In short, I remember ""Circle of Two"" because it was so phenomenally awful.This movie came out at a time when America was going through a rather disturbing period of fascination with unhealthy or skewed angles on teenage sexuality. Recall ""The Blue Lagoon"" (and other Brooke Shields annoyances), ""Lipstick"", ""Little Darlings"", ""Beau Pere"" and other films that just seemed to dwell on teens having sex, particularly with adults. As a teenager during this time, I found the obsession, combined with the sexual excesses of the 70's and 80's, made for a subconsciously unsettling environment in which to figure it all out, so to speak.""Circle of Two"" is not execrably acted or needlessly prurient, like ""Blue Lagoon"". In fact, it tackles the question of love between the young and the old in a brave, if totally failed, way. But honestly, it is one of those films you will *never* see if you didn't see it on its first run because it was so truly awful. No one would want to have this garbage ever surface to be publicly distributed again.",negative
"Although the production and Jerry Jameson's direction are definite improvements, ""Airport '77"" isn't much better than ""Airport 1975"": slick, commercial rubbish submerging (this time literally) a decent cast. Jack Lemmon is the pilot of a packed airliner which gets hijacked by art thieves and crashes into the sea (all the publicity claimed it was near the Bermuda Triangle, but there's no mention of it in the film itself). When the rescue ships come to raise the airplane out of the water, we see all their cranes dropping (rather blindly) into the ocean and it's hard not to laugh (imagining the cranes plugging the plane, the passengers and the waterlogged script). NBC used to air what appeared to be the ""director's cut"", with at least an hour of extra footage--mostly flashbacks--injected into the proceedings with all the subtlety of a ""Gilligan's Island"" episode. Most exciting moment is the plane crash, and some of the players have a little fun: Lee Grant is an obnoxious drunk, Brenda Vaccaro a no-nonsense stewardess, Joseph Cotten and Olivia de Havilland are flirting oldsters. Still, the personality conflicts and the excruciating military detail eventually tear at one's patience. ** from ****",negative
"I dug out from my garage some old musicals and this is another one of my favorites. It was written by Jay Alan Lerner and directed by Vincent Minelli. It won two Academy Awards for Best Picture of 1951 and Best Screenplay. The story of an American painter in Paris who tries to make it big. Nina Foch is a sophisticated lady of means and is very interested in helping him, but soon finds she loves the guy. Meanwhile Gene Kelly falls for lovely damsel, Leslie Caron. His main dancing partner, and I must say they are fantastic together on the floor and otherwise. Famous French singer Georges Guietary sings, too. So if you like good smooth dancing and fun filled scenes filled with Oscar Levant's nimble piano fingers, the songs of George Gershwyn will live on forever in this colorful gem. 8/10",positive
"I gave it a 2 instead of a 1 because I think ""The Wild Women of Wongo"" is worse. This is an exercise in patience. It's like having your teeth cleaned by a bad dental hygienist. There's no plot. There's no logic. There is certainly no acting (although the shark has some quality dialogue). We don't wonder about anything. We don't know how people got where they got. It's always amazing to me how things like this even get released. I agree with the previous writer that it isn't even funny bad. I know. It's about 90 minutes long and that will fill up about that much space on a DVD collection. It's like a paperweight. Or a bad painting you bought at a starving artists' sale. It covers the crack in the wall.",negative
"The wonderfully urbane Ronald Coleman is show-cased here as in few other of his films. He is literally in every scene and this comical movie remains fresh because of him, not in spite of him. He is handsome, witty and very clever here as he remains a step ahead of his wandering, lovely wife--played perfectly by Anna Lee. The movie is based on a french play and brings all the best qualities of that farce. Most of the supporting cast is well known, at least by face if not name...and are absolutely perfect for this very funny film. The fantastic Mr. Coleman is a combination of Sean Connery and Clark Gable as he stays a step ahead of the other characters. His multi-talents can be further appreciated in the classic ""Lost Horizon"" which every film buff must see.",positive
"Before Dogma 95: when Lars used movies as art, not just a story. A beautiful painting about love and death. This is one of my favorite movies of all time. The color... The music... Just perfect.",positive
